frame,time
1,0.000000
2,0.000000
3,0.033327
4,0.066654
5,0.099981
6,0.133308
7,0.166635
8,0.199962
9,0.233289
10,0.266616
11,0.299943
12,0.333270
13,0.366597
14,0.399924
15,0.433251
16,0.466578
17,0.499905
18,0.533232
19,0.566559
20,0.599886
21,0.633213
22,0.666540
23,0.699867
24,0.733194
25,0.766521
26,0.799848
27,0.833175
28,0.866502
29,0.899829
30,0.933156
31,0.966483
32,0.999810
33,1.033137
34,1.066464
35,1.099791
36,1.133118
37,1.166445
38,1.199772
39,1.233099
40,1.266426
41,1.299753
42,1.333080
43,1.366407
44,1.399734
45,1.433061
46,1.466388
47,1.499715
48,1.533042
49,1.566369
50,1.599696
51,1.633023
52,1.666350
53,1.699677
54,1.733004
55,1.766331
56,1.799658
57,1.832985
58,1.866312
59,1.899639
60,1.932966
61,1.966293
62,1.999620
63,2.032947
64,2.066274
65,2.099601
66,2.132928
67,2.166255
68,2.199582
69,2.232909
70,2.266236
71,2.299563
72,2.332890
73,2.366217
74,2.399544
75,2.432871
76,2.466198
77,2.499525
78,2.532852
79,2.566179
80,2.599506
81,2.632833
82,2.666160
83,2.699487
84,2.732814
85,2.766141
86,2.799468
87,2.832795
88,2.866122
89,2.899449
90,2.932776
91,2.966103
92,2.999430
93,3.032757
94,3.066084
95,3.099411
96,3.132738
97,3.166065
98,3.199392
99,3.232719
100,3.266046
101,3.299373
102,3.332700
103,3.366027
104,3.399354
105,3.432681
106,3.466008
107,3.499335
108,3.532662
109,3.565989
110,3.599316
111,3.632643
112,3.665970
113,3.699297
114,3.732624
115,3.765951
116,3.799278
117,3.832605
118,3.865932
119,3.899259
120,3.932586
121,3.965913
122,3.999240
123,4.032567
124,4.065894
125,4.099221
126,4.132548
127,4.165875
128,4.199202
129,4.232529
130,4.265856
131,4.299183
132,4.332510
133,4.365837
134,4.399164
135,4.432491
136,4.465818
137,4.499145
138,4.532472
139,4.565799
140,4.599126
141,4.632453
142,4.665780
143,4.699107
144,4.732434
145,4.765761
146,4.799088
147,4.832415
148,4.865742
149,4.899069
150,4.932396
151,4.965723
152,4.999050
153,5.032377
154,5.065704
155,5.099031
156,5.132358
157,5.165685
158,5.199012
159,5.232339
160,5.265666
161,5.298993
162,5.332320
163,5.365647
164,5.398974
165,5.432301
166,5.465628
167,5.498955
168,5.532282
169,5.565609
170,5.598936
171,5.632263
172,5.665590
173,5.698917
174,5.732244
175,5.765571
176,5.798898
177,5.832225
178,5.865552
179,5.898879
180,5.932206
181,5.965533
182,5.998860
183,6.032187
184,6.065514
185,6.098841
186,6.132168
187,6.165495
188,6.198822
189,6.232149
190,6.265476
191,6.298803
192,6.332130
193,6.365457
194,6.398784
195,6.432111
196,6.465438
197,6.498765
198,6.532092
199,6.565419
200,6.598746
201,6.632073
202,6.665400
203,6.698727
204,6.732054
205,6.765381
206,6.798708
207,6.832035
208,6.865362
209,6.898689
210,6.932016
211,6.965343
212,6.998670
213,7.031997
214,7.065324
215,7.098651
216,7.131978
217,7.165305
218,7.198632
219,7.231959
220,7.265286
221,7.298613
222,7.331940
223,7.365267
224,7.398594
225,7.431921
226,7.465248
227,7.498575
228,7.531902
229,7.565229
230,7.598556
231,7.631883
232,7.665210
233,7.698537
234,7.731864
235,7.765191
236,7.798518
237,7.831845
238,7.865172
239,7.898499
240,7.931826
241,7.965153
242,7.998480
243,8.031807
244,8.065134
245,8.098461
246,8.131788
247,8.165115
248,8.198442
249,8.231769
250,8.265096
251,8.298423
252,8.331750
253,8.365077
254,8.398404
255,8.431731
256,8.465058
257,8.498385
258,8.531712
259,8.565039
260,8.598366
261,8.631693
262,8.665020
263,8.698347
264,8.731674
265,8.765001
266,8.798328
267,8.831655
268,8.864982
269,8.898309
270,8.931636
271,8.964963
272,8.998290
273,9.031617
274,9.064944
275,9.098271
276,9.131598
277,9.164925
278,9.198252
279,9.231579
280,9.264906
281,9.298233
282,9.331560
283,9.364887
284,9.398214
285,9.431541
286,9.464868
287,9.498195
288,9.531522
289,9.564849
290,9.598176
291,9.631503
292,9.664830
293,9.698157
294,9.731484
295,9.764811
296,9.798138
297,9.831465
298,9.864792
299,9.898119
300,9.931446
301,9.964773
302,9.998100
303,10.031427
304,10.064754
305,10.098081
306,10.131408
307,10.164735
308,10.198062
309,10.231389
310,10.264716
311,10.298043
312,10.331370
313,10.364697
314,10.398024
315,10.431351
316,10.464678
317,10.498005
318,10.531332
319,10.564659
320,10.597986
321,10.631313
322,10.664640
323,10.697967
324,10.731294
325,10.764621
326,10.797948
327,10.831275
328,10.864602
329,10.897929
330,10.931256
331,10.964583
332,10.997910
333,11.031237
334,11.064564
335,11.097891
336,11.131218
337,11.164545
338,11.197872
339,11.231199
340,11.264526
341,11.297853
342,11.331180
343,11.364507
344,11.397834
345,11.431161
346,11.464488
347,11.497815
348,11.531142
349,11.564469
350,11.597796
351,11.631123
352,11.664450
353,11.697777
354,11.731104
355,11.764431
356,11.797758
357,11.831085
358,11.864412
359,11.897739
360,11.931066
361,11.964393
362,11.997720
363,12.031047
364,12.064374
365,12.097701
366,12.131028
367,12.164355
368,12.197682
369,12.231009
370,12.264336
371,12.297663
372,12.330990
373,12.364317
374,12.397644
375,12.430971
376,12.464298
377,12.497625
378,12.530952
379,12.564279
380,12.597606
381,12.630933
382,12.664260
383,12.697587
384,12.730914
385,12.764241
386,12.797568
387,12.830895
388,12.864222
389,12.897549
390,12.930876
391,12.964203
392,12.997530
393,13.030857
394,13.064184
395,13.097511
396,13.130838
397,13.164165
398,13.197492
399,13.230819
400,13.264146
401,13.297473
402,13.330800
403,13.364127
404,13.397454
405,13.430781
406,13.464108
407,13.497435
408,13.530762
409,13.564089
410,13.597416
411,13.630743
412,13.664070
413,13.697397
414,13.730724
415,13.764051
416,13.797378
417,13.830705
418,13.864032
419,13.897359
420,13.930686
421,13.964013
422,13.997340
423,14.030667
424,14.063994
425,14.097321
426,14.130648
427,14.163975
428,14.197302
429,14.230629
430,14.263956
431,14.297283
432,14.330610
433,14.363937
434,14.397264
435,14.430591
436,14.463918
437,14.497245
438,14.530572
439,14.563899
440,14.597226
441,14.630553
442,14.663880
443,14.697207
444,14.730534
445,14.763861
446,14.797188
447,14.830515
448,14.863842
449,14.897169
450,14.930496
451,14.963823
452,14.997150
453,15.030477
454,15.063804
455,15.097131
456,15.130458
457,15.163785
458,15.197112
459,15.230439
460,15.263766
461,15.297093
462,15.330420
463,15.363747
464,15.397074
465,15.430401
466,15.463728
467,15.497055
468,15.530382
469,15.563709
470,15.597036
471,15.630363
472,15.663690
473,15.697017
474,15.730344
475,15.763671
476,15.796998
477,15.830325
478,15.863652
479,15.896979
480,15.930306
481,15.963633
482,15.996960
483,16.030287
484,16.063614
485,16.096941
486,16.130268
487,16.163595
488,16.196922
489,16.230249
490,16.263576
491,16.296903
492,16.330230
493,16.363557
494,16.396884
495,16.430211
496,16.463538
497,16.496865
498,16.530192
499,16.563519
500,16.596846
501,16.630173
502,16.663500
503,16.696827
504,16.730154
505,16.763481
506,16.796808
507,16.830135
508,16.863462
509,16.896789
510,16.930116
511,16.963443
512,16.996770
513,17.030097
514,17.063424
515,17.096751
516,17.130078
517,17.163405
518,17.196732
519,17.230059
520,17.263386
521,17.296713
522,17.330040
523,17.363367
524,17.396694
525,17.430021
526,17.463348
527,17.496675
528,17.530002
529,17.563329
530,17.596656
531,17.629983
532,17.663310
533,17.696637
534,17.729964
535,17.763291
536,17.796618
537,17.829945
538,17.863272
539,17.896599
540,17.929926
541,17.963253
542,17.996580
543,18.029907
544,18.063234
545,18.096561
546,18.129888
547,18.163215
548,18.196542
549,18.229869
550,18.263196
551,18.296523
552,18.329850
553,18.363177
554,18.396504
555,18.429831
556,18.463158
557,18.496485
558,18.529812
559,18.563139
560,18.596466
561,18.629793
562,18.663120
563,18.696447
564,18.729774
565,18.763101
566,18.796428
567,18.829755
568,18.863082
569,18.896409
570,18.929736
571,18.963063
572,18.996390
573,19.029717
574,19.063044
575,19.096371
576,19.129698
577,19.163025
578,19.196352
579,19.229679
580,19.263006
581,19.296333
582,19.329660
583,19.362987
584,19.396314
585,19.429641
586,19.462968
587,19.496295
588,19.529622
589,19.562949
590,19.596276
591,19.629603
592,19.662930
593,19.696257
594,19.729584
595,19.762911
596,19.796238
597,19.829565
598,19.862892
599,19.896219
600,19.929546
601,19.962873
602,19.996200
603,20.029527
604,20.062854
605,20.096181
606,20.129508
607,20.162835
608,20.196162
609,20.229489
610,20.262816
611,20.296143
612,20.329470
613,20.362797
614,20.396124
615,20.429451
616,20.462778
617,20.496105
618,20.529432
619,20.562759
620,20.596086
621,20.629413
622,20.662740
623,20.696067
624,20.729394
625,20.762721
626,20.796048
627,20.829375
628,20.862702
629,20.896029
630,20.929356
631,20.962683
632,20.996010
633,21.029337
634,21.062664
635,21.095991
636,21.129318
637,21.162645
638,21.195972
639,21.229299
640,21.262626
641,21.295953
642,21.329280
643,21.362607
644,21.395934
645,21.429261
646,21.462588
647,21.495915
648,21.529242
649,21.562569
650,21.595896
651,21.629223
652,21.662550
653,21.695877
654,21.729204
655,21.762531
656,21.795858
657,21.829185
658,21.862512
659,21.895839
660,21.929166
661,21.962493
662,21.995820
663,22.029147
664,22.062474
665,22.095801
666,22.129128
667,22.162455
668,22.195782
669,22.229109
670,22.262436
671,22.295763
672,22.329090
673,22.362417
674,22.395744
675,22.429071
676,22.462398
677,22.495725
678,22.529052
679,22.562379
680,22.595706
681,22.629033
682,22.662360
683,22.695687
684,22.729014
685,22.762341
686,22.795668
687,22.828995
688,22.862322
689,22.895649
690,22.928976
691,22.962303
692,22.995630
693,23.028957
694,23.062284
695,23.095611
696,23.128938
697,23.162265
698,23.195592
699,23.228919
700,23.262246
701,23.295573
702,23.328900
703,23.362227
704,23.395554
705,23.428881
706,23.462208
707,23.495535
708,23.528862
709,23.562189
710,23.595516
711,23.628843
712,23.662170
713,23.695497
714,23.728824
715,23.762151
716,23.795478
717,23.828805
718,23.862132
719,23.895459
720,23.928786
721,23.962113
722,23.995440
723,24.028767
724,24.062094
725,24.095421
726,24.128748
727,24.162075
728,24.195402
729,24.228729
730,24.262056
731,24.295383
732,24.328710
733,24.362037
734,24.395364
735,24.428691
736,24.462018
737,24.495345
738,24.528672
739,24.561999
740,24.595326
741,24.628653
742,24.661980
743,24.695307
744,24.728634
745,24.761961
746,24.795288
747,24.828615
748,24.861942
749,24.895269
750,24.928596
751,24.961923
752,24.995250
753,25.028577
754,25.061904
755,25.095231
756,25.128558
757,25.161885
758,25.195212
759,25.228539
760,25.261866
761,25.295193
762,25.328520
763,25.361847
764,25.395174
765,25.428501
766,25.461828
767,25.495155
768,25.528482
769,25.561809
770,25.595136
771,25.628463
772,25.661790
773,25.695117
774,25.728444
775,25.761771
776,25.795098
777,25.828425
778,25.861752
779,25.895079
780,25.928406
781,25.961733
782,25.995060
783,26.028387
784,26.061714
785,26.095041
786,26.128368
787,26.161695
788,26.195022
789,26.228349
790,26.261676
791,26.295003
792,26.328330
793,26.361657
794,26.394984
795,26.428311
796,26.461638
797,26.494965
798,26.528292
799,26.561619
800,26.594946
801,26.628273
802,26.661600
803,26.694927
804,26.728254
805,26.761581
806,26.794908
807,26.828235
808,26.861562
809,26.894889
810,26.928216
811,26.961543
812,26.994870
813,27.028197
814,27.061524
815,27.094851
816,27.128178
817,27.161505
818,27.194832
819,27.228159
820,27.261486
821,27.294813
822,27.328140
823,27.361467
824,27.394794
825,27.428121
826,27.461448
827,27.494775
828,27.528102
829,27.561429
830,27.594756
831,27.628083
832,27.661410
833,27.694737
834,27.728064
835,27.761391
836,27.794718
837,27.828045
838,27.861372
839,27.894699
840,27.928026
841,27.961353
842,27.994680
843,28.028007
844,28.061334
845,28.094661
846,28.127988
847,28.161315
848,28.194642
849,28.227969
850,28.261296
851,28.294623
852,28.327950
853,28.361277
854,28.394604
855,28.427931
856,28.461258
857,28.494585
858,28.527912
859,28.561239
860,28.594566
861,28.627893
862,28.661220
863,28.694547
864,28.727874
865,28.761201
866,28.794528
867,28.827855
868,28.861182
869,28.894509
870,28.927836
871,28.961163
872,28.994490
873,29.027817
874,29.061144
875,29.094471
876,29.127798
877,29.161125
878,29.194452
879,29.227779
880,29.261106
881,29.294433
882,29.327760
883,29.361087
884,29.394414
885,29.427741
886,29.461068
887,29.494395
888,29.527722
889,29.561049
890,29.594376
891,29.627703
892,29.661030
893,29.694357
894,29.727684
895,29.761011
896,29.794338
897,29.827665
898,29.860992
899,29.894319
900,29.927646
901,29.960973
902,29.994300
903,30.027627
904,30.060954
905,30.094281
906,30.127608
907,30.160935
908,30.194262
909,30.227589
910,30.260916
911,30.294243
912,30.327570
913,30.360897
914,30.394224
915,30.427551
916,30.460878
917,30.494205
918,30.527532
919,30.560859
920,30.594186
921,30.627513
922,30.660840
923,30.694167
924,30.727494
925,30.760821
926,30.794148
927,30.827475
928,30.860802
929,30.894129
930,30.927456
931,30.960783
932,30.994110
933,31.027437
934,31.060764
935,31.094091
936,31.127418
937,31.160745
938,31.194072
939,31.227399
940,31.260726
941,31.294053
942,31.327380
943,31.360707
944,31.394034
945,31.427361
946,31.460688
947,31.494015
948,31.527342
949,31.560669
950,31.593996
951,31.627323
952,31.660650
953,31.693977
954,31.727304
955,31.760631
956,31.793958
957,31.827285
958,31.860612
959,31.893939
960,31.927266
961,31.960593
962,31.993920
963,32.027247
964,32.060574
965,32.093901
966,32.127228
967,32.160555
968,32.193882
969,32.227209
970,32.260536
971,32.293863
972,32.327190
973,32.360517
974,32.393844
975,32.427171
976,32.460498
977,32.493825
978,32.527152
979,32.560479
980,32.593806
981,32.627133
982,32.660460
983,32.693787
984,32.727114
985,32.760441
986,32.793768
987,32.827095
988,32.860422
989,32.893749
990,32.927076
991,32.960403
992,32.993730
993,33.027057
994,33.060384
995,33.093711
996,33.127038
997,33.160365
998,33.193692
999,33.227019
1000,33.260346
1001,33.293673
1002,33.327000
1003,33.360327
1004,33.393654
1005,33.426981
1006,33.460308
1007,33.493635
1008,33.526962
1009,33.560289
1010,33.593616
1011,33.626943
1012,33.660270
1013,33.693597
1014,33.726924
1015,33.760251
1016,33.793578
1017,33.826905
1018,33.860232
1019,33.893559
1020,33.926886
1021,33.960213
1022,33.993540
1023,34.026867
1024,34.060194
1025,34.093521
1026,34.126848
1027,34.160175
1028,34.193502
1029,34.226829
1030,34.260156
1031,34.293483
1032,34.326810
1033,34.360137
1034,34.393464
1035,34.426791
1036,34.460118
1037,34.493445
1038,34.526772
1039,34.560099
1040,34.593426
1041,34.626753
1042,34.660080
1043,34.693407
1044,34.726734
1045,34.760061
1046,34.793388
1047,34.826715
1048,34.860042
1049,34.893369
1050,34.926696
1051,34.960023
1052,34.993350
1053,35.026677
1054,35.060004
1055,35.093331
1056,35.126658
1057,35.159985
1058,35.193312
1059,35.226639
1060,35.259966
1061,35.293293
1062,35.326620
1063,35.359947
1064,35.393274
1065,35.426601
1066,35.459928
1067,35.493255
1068,35.526582
1069,35.559909
1070,35.593236
1071,35.626563
1072,35.659890
