code,start,stop,type,orient
not-in-frame,146481,154598,NIF,NIF
not-in-frame,198118,211758,NIF,NIF
not-in-frame,325312,341695,NIF,NIF
not-in-frame,345944,383581,NIF,NIF
not-in-frame,391616,400257,NIF,NIF
not-in-frame,433942,449069,NIF,NIF
not-in-frame,503274,510680,NIF,NIF
not-in-frame,600905,605370,NIF,NIF
not-in-frame,626875,636480,NIF,NIF
not-in-frame,676464,696048,NIF,NIF
posture,15688,39269,si,2
posture,39270,43927,p,2
posture,43928,64293,si,2
posture,64294,67081,p,2
posture,67082,73065,st,3
posture,73066,88298,p,3
posture,88298,101319,si,3
posture,101320,102655,st,0
posture,102656,108493,si,0
posture,108494,112638,p,0
posture,112639,117503,st,0
posture,117504,119373,p,1
posture,119374,124590,st,2
posture,124591,128521,st,0
posture,128522,133687,st,1
posture,133688,136434,p,2
posture,136435,144839,st,2
posture,144840,156803,st,0
posture,156804,161261,st,2
posture,161262,163485,p,2
posture,163486,180412,st,2
posture,180413,183021,p,2
posture,183022,186081,st,3
posture,186082,196425,p,3
posture,196426,218670,p,0
posture,218671,227548,p,1
posture,227549,239767,si,2
posture,239768,246125,NaN,NaN
posture,246126,270879,si,2
posture,270880,298827,si,3
posture,298828,302205,p,3
posture,302206,309978,si,1
posture,309979,317219,p,1
posture,317220,325324,st,2
posture,325325,328026,st,0
posture,328027,331226,p,0
posture,331227,334403,st,0
posture,334404,341636,st,1
posture,341637,343737,st,2
posture,343738,353585,st,0
posture,353586,359277,p,0
posture,359278,370520,st,0
posture,370521,379201,si,0
posture,379202,383247,st,0
posture,383248,386276,st,1
posture,386277,387587,st,3
posture,387588,399805,st,0
posture,399806,419627,st,2
posture,419628,426359,NaN,NaN
posture,426360,434043,st,2
posture,434044,436782,st,0
posture,436783,443199,si,0
posture,443200,449173,st,0
posture,449174,453139,st,1
posture,453140,461674,st,2
posture,461675,467952,st,3
posture,467953,469930,st,2
posture,469931,471073,st,1
posture,471074,497820,si,2
posture,497821,502515,p,2
posture,502516,504902,st,2
posture,504903,507596,p,2
posture,507597,517309,st,2
posture,517310,521763,si,2
posture,521764,526307,st,2
posture,526308,546001,si,2
posture,546002,549354,p,2
posture,549355,551921,p,3
posture,551922,555181,si,2
posture,555182,563611,si,1
posture,563612,568450,p,2
posture,568451,571195,p,3
posture,571196,592910,si,2
posture,592911,598161,p,2
posture,598162,601357,st,3
posture,601358,601149,st,0
posture,605624,608501,st,2
posture,608502,637533,p,0
posture,637534,639833,st,0
posture,639834,642191,si,1
posture,642192,645641,st,1
posture,645642,649999,st,2
posture,650000,651915,st,1
posture,651916,661469,NaN,NaN
posture,661470,663565,St,1
posture,663566,665238,st,3
posture,665239,668326,p,3
posture,668327,671711,st,3
posture,671712,673361,p,3
posture,673362,676897,st,3
posture,676898,689755,st,0
posture,689756,695492,st,2
posture,695493,703085,st,0
posture,703086,716010,st,2
posture,716011,723315,st,1
posture,723316,727497,p,1
posture,727498,728789,st,1
posture,728790,731339,st,3
posture,731340,732716,p,0
posture,732717,736284,st,0
posture,736285,746144,st,3
posture,746145,751270,st,2
posture,751271,760092,st,0
