code,start,stop,type,orient
not-in-frame,210596,217670,NIF,NIF
not-in-frame,445772,456314,NIF,NIF
not-in-frame,481032,481882,NIF,NIF
not-in-frame,511797,548420,NIF,NIF
not-in-frame,554880,567698,NIF,NIF
not-in-frame,598672,605812,NIF,NIF
not-in-frame,627274,636276,NIF,NIF
not-in-frame,731068,738786,NIF,NIF
not-in-frame,752725,760376,NIF,NIF
not-in-frame,781306,790364,NIF,NIF
not-in-frame,810083,831062,NIF,NIF
not-in-frame,832864,880396,NIF,NIF
posture,29050,29750,c,NaN
posture,29751,33429,st,1
posture,33430,39323,st,2
posture,39324,61550,st,1
posture,61551,76050,si,2
posture,76051,78639,st,2
posture,78640,81237,st,3
posture,81238,83833,p,2
posture,83834,86113,st,1
posture,86114,88943,p,2
posture,88944,109761,st,1
posture,109762,112296,st,3
posture,112297,118795,st,2
posture,118796,123893,st,1
posture,123894,125264,st,2
posture,125265,128365,st,0
posture,128366,131137,st,1
posture,131138,143556,st,0
posture,143557,151157,st,1
posture,151158,155819,st,2
posture,155820,164498,si,2
posture,164499,171310,st,2
posture,171311,173331,st,1
posture,173332,185283,st,1
posture,185284,188951,st,2
posture,188952,189961,st,3
posture,189962,201279,NaN,NaN
posture,201280,204169,st,3
posture,204170,208045,st,2
posture,208046,269593,NaN,NaN
posture,269594,305132,si,3
posture,305133,306394,c,NaN
posture,306395,309405,st,3
posture,309406,312850,st,2
posture,312851,354683,si,1
posture,354684,357600,si,2
posture,357601,367145,st,2
posture,367146,370767,st,3
posture,370768,372333,st,1
posture,372334,374504,st,2
posture,374505,377378,st,0
posture,377379,393209,si,0
posture,393210,395595,st,0
posture,395596,397255,st,1
posture,397256,399734,st,2
posture,399735,409461,st,0
posture,409462,413037,st,1
posture,413038,430779,st,2
posture,430780,438937,st,1
posture,438938,445406,st,2
posture,445407,457418,st,0
posture,457419,460604,st,2
posture,460605,475960,si,1
posture,475961,482109,p,3
posture,482110,483597,st,2
posture,483598,487797,si,2
posture,487798,497241,st,2
posture,497242,499697,st,0
posture,499698,505861,si,0
posture,505862,511257,st,1
posture,511258,520686,l,1
posture,520687,532457,l,2
posture,532458,536020,p,3
posture,536021,548623,l,2
posture,548624,551785,si,2
posture,551786,553485,st,2
posture,553486,555364,si,2
posture,555365,568343,l,2
posture,568344,569363,si,2
posture,569364,570463,st,3
posture,570464,582538,st,0
posture,582539,586023,st,2
posture,586024,588415,si,3
posture,588416,593141,l,2
posture,593142,596463,p,2
posture,596464,598542,st,2
posture,598543,609460,p,3
posture,609461,611944,st,2
posture,611945,613200,st,3
posture,613201,616997,st,0
posture,616998,646877,NaN,NaN
posture,646878,653355,si,3
posture,653356,655641,st,3
posture,655642,660653,st,0
posture,660654,662628,st,1
posture,662629,669405,st,2
posture,669406,689135,st,1
posture,689136,692562,st,2
posture,692563,699243,p,2
posture,699244,704350,si,2
posture,704351,710854,si,3
posture,710855,713489,p,2
posture,713490,715189,si,3
posture,715190,719752,p,2
posture,719753,725117,si,2
posture,725118,728109,st,1
posture,728110,731135,si,1
posture,731136,738992,l,1
posture,738993,749695,si,1
posture,749696,751705,st,1
posture,751706,755333,st,2
posture,755334,753990,p,2
posture,759708,765130,st,2
posture,765131,769203,p,3
posture,769204,773156,si,1
posture,773157,774519,st,1
posture,774520,787643,st,2
posture,787644,790609,st,1
posture,790610,796483,p,1
posture,796484,804404,st,2
posture,804405,812723,st,0
posture,812724,821689,si,0
posture,821690,824528,st,0
posture,824529,827847,p,0
posture,827848,836227,st,0
posture,836228,851153,st,2
posture,851154,871443,si,2
posture,871444,873906,st,1
posture,873907,877579,p,2
posture,877580,894199,st,1
posture,894200,895491,st,3
posture,895492,903543,st,3
posture,903544,906731,st,2
posture,906732,908120,p,2
posture,908121,913110,st,2
