code,start,stop,type,orient
posture,69778,122092,si,3
posture,122093,155455,st,3
posture,155456,180069,si,3
posture,180070,194485,st ,3
posture,194486,211039,si ,3
posture,211040,232646,st ,3
posture,232647,356552,si,3
posture,356553,365078,si ,2
posture,365079,375865,si,0
posture,375866,577272,si ,1
posture,577273,653657,c,NaN
not-in-frame,NaN,NaN,NIF,NIF
