code,start,stop,type,orient
not-in-frame,108511,127296,NIF,NIF
not-in-frame,156950,162588,NIF,NIF
not-in-frame,484198,523978,NIF,NIF
not-in-frame,745561,755956,NIF,NIF
not-in-frame,808508,937058,NIF,NIF
posture,16093,91085,si,0
posture,91086,106351,si,1
posture,106352,114018,p,2
posture,114019,127091,si,1
posture,127092,154529,si,2
posture,154530,161934,p,2
posture,161935,194800,si,2
posture,194801,291209,si,1
posture,291210,294643,p,2
posture,294644,310385,si,1
posture,310386,315791,p,2
posture,315792,329479,si,2
posture,329480,337007,p,2
posture,337008,412079,si,2
posture,412080,417349,p,2
posture,417350,422280,si,2
posture,422280,426597,si,2
posture,426598,497045,si,1
posture,497046,500615,p,2
posture,500616,523769,si,2
posture,523770,548691,si,2
posture,548692,560931,si,2
posture,560932,565071,p,2
posture,565072,574123,p,0
posture,574124,580447,si,0
posture,580448,587214,p,0
posture,587214,591293,si,0
posture,591294,601017,p,0
posture,601018,715495,si,0
posture,715496,717738,p,0
posture,717739,719643,p,1
posture,719644,745721,si,1
posture,745722,754974,p,2
posture,754975,770813,si,1
posture,770814,782441,p,1
posture,782442,807533,si,1
posture,807534,810881,p,2
posture,810882,817393,p,0
posture,817394,825213,p,2
posture,825214,937059,si,2
