frame,pkt_time,best_time
1,0.000000,0.000000
2,0.033390,0.033390
3,0.066780,0.066780
4,0.100170,0.100170
5,0.133560,0.133560
6,0.166950,0.166950
7,0.200340,0.200340
8,0.233730,0.233730
9,0.267120,0.267120
10,0.300510,0.300510
11,0.333900,0.333900
12,0.367290,0.367290
13,0.400680,0.400680
14,0.434070,0.434070
15,0.467460,0.467460
16,0.500850,0.500850
17,0.534240,0.534240
18,0.567630,0.567630
19,0.601020,0.601020
20,0.634410,0.634410
21,0.667800,0.667800
22,0.701190,0.701190
23,0.734580,0.734580
24,0.767970,0.767970
25,0.801360,0.801360
26,0.834750,0.834750
27,0.868140,0.868140
28,0.901530,0.901530
29,0.934920,0.934920
30,0.968310,0.968310
31,1.001700,1.001700
32,1.035090,1.035090
33,1.068480,1.068480
34,1.101870,1.101870
35,1.135260,1.135260
36,1.168650,1.168650
37,1.202040,1.202040
38,1.235430,1.235430
39,1.268820,1.268820
40,1.302210,1.302210
41,1.335600,1.335600
42,1.368990,1.368990
43,1.402380,1.402380
44,1.435770,1.435770
45,1.469160,1.469160
46,1.502550,1.502550
47,1.535940,1.535940
48,1.569330,1.569330
49,1.602720,1.602720
50,1.636110,1.636110
51,1.669500,1.669500
52,1.702890,1.702890
53,1.736280,1.736280
54,1.769670,1.769670
55,1.803060,1.803060
56,1.836450,1.836450
57,1.869840,1.869840
58,1.903230,1.903230
59,1.936620,1.936620
60,1.970010,1.970010
61,2.003400,2.003400
62,2.036790,2.036790
63,2.070180,2.070180
64,2.103570,2.103570
65,2.136960,2.136960
66,2.170350,2.170350
67,2.203740,2.203740
68,2.237130,2.237130
69,2.270520,2.270520
70,2.303910,2.303910
71,2.337300,2.337300
72,2.370690,2.370690
73,2.404080,2.404080
74,2.437470,2.437470
75,2.470860,2.470860
76,2.504250,2.504250
77,2.537640,2.537640
78,2.571030,2.571030
79,2.604420,2.604420
80,2.637810,2.637810
81,2.671200,2.671200
82,2.704590,2.704590
83,2.737980,2.737980
84,2.771370,2.771370
85,2.804760,2.804760
86,2.838150,2.838150
87,2.871540,2.871540
88,2.904930,2.904930
89,2.938320,2.938320
90,2.971710,2.971710
91,3.005100,3.005100
92,3.038490,3.038490
93,3.071880,3.071880
94,3.105270,3.105270
95,3.138660,3.138660
96,3.172050,3.172050
97,3.205440,3.205440
98,3.238830,3.238830
99,3.272220,3.272220
100,3.305610,3.305610
101,3.339000,3.339000
102,3.372390,3.372390
103,3.405780,3.405780
104,3.439170,3.439170
105,3.472560,3.472560
106,3.505950,3.505950
107,3.539340,3.539340
108,3.572730,3.572730
109,3.606120,3.606120
110,3.639510,3.639510
111,3.672900,3.672900
112,3.706290,3.706290
113,3.739680,3.739680
114,3.773070,3.773070
115,3.806460,3.806460
116,3.839850,3.839850
117,3.873240,3.873240
118,3.906630,3.906630
119,3.940020,3.940020
120,3.973410,3.973410
121,4.006800,4.006800
122,4.040190,4.040190
123,4.073580,4.073580
124,4.106970,4.106970
125,4.140360,4.140360
126,4.173750,4.173750
127,4.207140,4.207140
128,4.240530,4.240530
129,4.273920,4.273920
130,4.307310,4.307310
131,4.340700,4.340700
132,4.374090,4.374090
133,4.407480,4.407480
134,4.440870,4.440870
135,4.474260,4.474260
136,4.507650,4.507650
137,4.541040,4.541040
138,4.574430,4.574430
139,4.607820,4.607820
140,4.641210,4.641210
141,4.674600,4.674600
142,4.707990,4.707990
143,4.741380,4.741380
144,4.774770,4.774770
145,4.808160,4.808160
146,4.841550,4.841550
147,4.874940,4.874940
148,4.908330,4.908330
149,4.941720,4.941720
150,4.975110,4.975110
151,5.008500,5.008500
152,5.041890,5.041890
153,5.075280,5.075280
154,5.108670,5.108670
155,5.142060,5.142060
156,5.175450,5.175450
157,5.208840,5.208840
158,5.242230,5.242230
159,5.275620,5.275620
160,5.309010,5.309010
161,5.342400,5.342400
162,5.375790,5.375790
163,5.409180,5.409180
164,5.442570,5.442570
165,5.475960,5.475960
166,5.509350,5.509350
167,5.542740,5.542740
168,5.576130,5.576130
169,5.609520,5.609520
170,5.642910,5.642910
171,5.676300,5.676300
172,5.709690,5.709690
173,5.743080,5.743080
174,5.776470,5.776470
175,5.809860,5.809860
176,5.843250,5.843250
177,5.876640,5.876640
178,5.910030,5.910030
179,5.943420,5.943420
180,5.976810,5.976810
181,6.010200,6.010200
182,6.043590,6.043590
183,6.076980,6.076980
184,6.110370,6.110370
185,6.143760,6.143760
186,6.177150,6.177150
187,6.210540,6.210540
188,6.243930,6.243930
189,6.277320,6.277320
190,6.310710,6.310710
191,6.344100,6.344100
192,6.377490,6.377490
193,6.410880,6.410880
194,6.444270,6.444270
195,6.477660,6.477660
196,6.511050,6.511050
197,6.544440,6.544440
198,6.577830,6.577830
199,6.611220,6.611220
200,6.644610,6.644610
201,6.678000,6.678000
202,6.711390,6.711390
203,6.744780,6.744780
204,6.778170,6.778170
205,6.811560,6.811560
206,6.844950,6.844950
207,6.878340,6.878340
208,6.911730,6.911730
209,6.945120,6.945120
210,6.978510,6.978510
211,7.011900,7.011900
212,7.045290,7.045290
213,7.078680,7.078680
214,7.112070,7.112070
215,7.145460,7.145460
216,7.178850,7.178850
217,7.212240,7.212240
218,7.245630,7.245630
219,7.279020,7.279020
220,7.312410,7.312410
221,7.345800,7.345800
222,7.379190,7.379190
223,7.412580,7.412580
224,7.445970,7.445970
225,7.479360,7.479360
226,7.512750,7.512750
227,7.546140,7.546140
228,7.579530,7.579530
229,7.612920,7.612920
230,7.646310,7.646310
231,7.679700,7.679700
232,7.713090,7.713090
233,7.746480,7.746480
234,7.779870,7.779870
235,7.813260,7.813260
236,7.846650,7.846650
237,7.880040,7.880040
238,7.913430,7.913430
239,7.946820,7.946820
240,7.980210,7.980210
241,8.013600,8.013600
242,8.046990,8.046990
243,8.080380,8.080380
244,8.113770,8.113770
245,8.147160,8.147160
246,8.180550,8.180550
247,8.213940,8.213940
248,8.247330,8.247330
249,8.280720,8.280720
250,8.314110,8.314110
251,8.347500,8.347500
252,8.380890,8.380890
253,8.414280,8.414280
254,8.447670,8.447670
255,8.481060,8.481060
256,8.514450,8.514450
257,8.547840,8.547840
258,8.581230,8.581230
259,8.614620,8.614620
260,8.648010,8.648010
261,8.681400,8.681400
262,8.714790,8.714790
263,8.748180,8.748180
264,8.781570,8.781570
265,8.814960,8.814960
266,8.848350,8.848350
267,8.881740,8.881740
268,8.915130,8.915130
269,8.948520,8.948520
270,8.981910,8.981910
271,9.015300,9.015300
272,9.048690,9.048690
273,9.082080,9.082080
274,9.115470,9.115470
275,9.148860,9.148860
276,9.182250,9.182250
277,9.215640,9.215640
278,9.249030,9.249030
279,9.282420,9.282420
280,9.315810,9.315810
281,9.349200,9.349200
282,9.382590,9.382590
283,9.415980,9.415980
284,9.449370,9.449370
285,9.482760,9.482760
286,9.516150,9.516150
287,9.549540,9.549540
288,9.582930,9.582930
289,9.616320,9.616320
290,9.649710,9.649710
291,9.683100,9.683100
292,9.716490,9.716490
293,9.749880,9.749880
294,9.783270,9.783270
295,9.816660,9.816660
296,9.850050,9.850050
297,9.883440,9.883440
298,9.916830,9.916830
299,9.950220,9.950220
300,9.983610,9.983610
301,10.017000,10.017000
302,10.050390,10.050390
303,10.083780,10.083780
304,10.117170,10.117170
305,10.150560,10.150560
306,10.183950,10.183950
307,10.217340,10.217340
308,10.250730,10.250730
309,10.284120,10.284120
310,10.317510,10.317510
311,10.350900,10.350900
312,10.384290,10.384290
313,10.417680,10.417680
314,10.451070,10.451070
315,10.484460,10.484460
316,10.517850,10.517850
317,10.551240,10.551240
318,10.584630,10.584630
319,10.618020,10.618020
320,10.651410,10.651410
321,10.684800,10.684800
322,10.718190,10.718190
323,10.751580,10.751580
324,10.784970,10.784970
325,10.818360,10.818360
326,10.851750,10.851750
327,10.885140,10.885140
328,10.918530,10.918530
329,10.951920,10.951920
330,10.985310,10.985310
331,11.018700,11.018700
332,11.052090,11.052090
333,11.085480,11.085480
334,11.118870,11.118870
335,11.152260,11.152260
336,11.185650,11.185650
337,11.219040,11.219040
338,11.252430,11.252430
339,11.285820,11.285820
340,11.319210,11.319210
341,11.352600,11.352600
342,11.385990,11.385990
343,11.419380,11.419380
344,11.452770,11.452770
345,11.486160,11.486160
346,11.519550,11.519550
347,11.552940,11.552940
348,11.586330,11.586330
349,11.619720,11.619720
350,11.653110,11.653110
351,11.686500,11.686500
352,11.719890,11.719890
353,11.753280,11.753280
354,11.786670,11.786670
355,11.820060,11.820060
356,11.853450,11.853450
357,11.886840,11.886840
358,11.920230,11.920230
359,11.953620,11.953620
360,11.987010,11.987010
361,12.020400,12.020400
362,12.053790,12.053790
363,12.087180,12.087180
364,12.120570,12.120570
365,12.153960,12.153960
366,12.187350,12.187350
367,12.220740,12.220740
368,12.254130,12.254130
369,12.287520,12.287520
370,12.320910,12.320910
371,12.354300,12.354300
372,12.387690,12.387690
373,12.421080,12.421080
374,12.454470,12.454470
375,12.487860,12.487860
376,12.521250,12.521250
377,12.554640,12.554640
378,12.588030,12.588030
379,12.621420,12.621420
380,12.654810,12.654810
381,12.688200,12.688200
382,12.721590,12.721590
383,12.754980,12.754980
384,12.788370,12.788370
385,12.821760,12.821760
386,12.855150,12.855150
387,12.888540,12.888540
388,12.921930,12.921930
389,12.955320,12.955320
390,12.988710,12.988710
391,13.022100,13.022100
392,13.055490,13.055490
393,13.088880,13.088880
394,13.122270,13.122270
395,13.155660,13.155660
396,13.189050,13.189050
397,13.222440,13.222440
398,13.255830,13.255830
399,13.289220,13.289220
400,13.322610,13.322610
401,13.356000,13.356000
402,13.389390,13.389390
403,13.422780,13.422780
404,13.456170,13.456170
405,13.489560,13.489560
406,13.522950,13.522950
407,13.556340,13.556340
408,13.589730,13.589730
409,13.623120,13.623120
410,13.656510,13.656510
411,13.689900,13.689900
412,13.723290,13.723290
413,13.756680,13.756680
414,13.790070,13.790070
415,13.823460,13.823460
416,13.856850,13.856850
417,13.890240,13.890240
418,13.923630,13.923630
419,13.957020,13.957020
420,13.990410,13.990410
421,14.023800,14.023800
422,14.057190,14.057190
423,14.090580,14.090580
424,14.123970,14.123970
425,14.157360,14.157360
426,14.190750,14.190750
427,14.224140,14.224140
428,14.257530,14.257530
429,14.290920,14.290920
430,14.324310,14.324310
431,14.357700,14.357700
432,14.391090,14.391090
433,14.424480,14.424480
434,14.457870,14.457870
435,14.491260,14.491260
436,14.524650,14.524650
437,14.558040,14.558040
438,14.591430,14.591430
439,14.624820,14.624820
440,14.658210,14.658210
441,14.691600,14.691600
442,14.724990,14.724990
443,14.758380,14.758380
444,14.791770,14.791770
445,14.825160,14.825160
446,14.858550,14.858550
447,14.891940,14.891940
448,14.925330,14.925330
449,14.958720,14.958720
450,14.992110,14.992110
451,15.025500,15.025500
452,15.058890,15.058890
453,15.092280,15.092280
454,15.125670,15.125670
455,15.159060,15.159060
456,15.192450,15.192450
457,15.225840,15.225840
458,15.259230,15.259230
459,15.292620,15.292620
460,15.326010,15.326010
461,15.359400,15.359400
462,15.392790,15.392790
463,15.426180,15.426180
464,15.459570,15.459570
465,15.492960,15.492960
466,15.526350,15.526350
467,15.559740,15.559740
468,15.593130,15.593130
469,15.626520,15.626520
470,15.659910,15.659910
471,15.693300,15.693300
472,15.726690,15.726690
473,15.760080,15.760080
474,15.793470,15.793470
475,15.826860,15.826860
476,15.860250,15.860250
477,15.893640,15.893640
478,15.927030,15.927030
479,15.960420,15.960420
480,15.993810,15.993810
481,16.027200,16.027200
482,16.060590,16.060590
483,16.093980,16.093980
484,16.127370,16.127370
485,16.160760,16.160760
486,16.194150,16.194150
487,16.227540,16.227540
488,16.260930,16.260930
489,16.294320,16.294320
490,16.327710,16.327710
491,16.361100,16.361100
492,16.394490,16.394490
493,16.427880,16.427880
494,16.461270,16.461270
495,16.494660,16.494660
496,16.528050,16.528050
497,16.561440,16.561440
498,16.594830,16.594830
499,16.628220,16.628220
500,16.661610,16.661610
501,16.695000,16.695000
502,16.728390,16.728390
503,16.761780,16.761780
504,16.795170,16.795170
505,16.828560,16.828560
506,16.861950,16.861950
507,16.895340,16.895340
508,16.928730,16.928730
509,16.962120,16.962120
510,16.995510,16.995510
511,17.028900,17.028900
512,17.062290,17.062290
513,17.095680,17.095680
514,17.129070,17.129070
515,17.162460,17.162460
516,17.195850,17.195850
517,17.229240,17.229240
518,17.262630,17.262630
519,17.296020,17.296020
520,17.329410,17.329410
521,17.362800,17.362800
522,17.396190,17.396190
523,17.429580,17.429580
524,17.462970,17.462970
525,17.496360,17.496360
526,17.529750,17.529750
527,17.563140,17.563140
528,17.596530,17.596530
529,17.629920,17.629920
530,17.663310,17.663310
531,17.696700,17.696700
532,17.730090,17.730090
533,17.763480,17.763480
534,17.796870,17.796870
535,17.830260,17.830260
536,17.863650,17.863650
537,17.897040,17.897040
538,17.930430,17.930430
539,17.963820,17.963820
540,17.997210,17.997210
541,18.030600,18.030600
542,18.063990,18.063990
543,18.097380,18.097380
544,18.130770,18.130770
545,18.164160,18.164160
546,18.197550,18.197550
547,18.230940,18.230940
548,18.264330,18.264330
549,18.297720,18.297720
550,18.331110,18.331110
551,18.364500,18.364500
552,18.397890,18.397890
553,18.431280,18.431280
554,18.464670,18.464670
555,18.498060,18.498060
556,18.531450,18.531450
557,18.564840,18.564840
558,18.598230,18.598230
559,18.631620,18.631620
560,18.665010,18.665010
561,18.698400,18.698400
562,18.731790,18.731790
563,18.765180,18.765180
564,18.798570,18.798570
565,18.831960,18.831960
566,18.865350,18.865350
567,18.898740,18.898740
568,18.932130,18.932130
569,18.965520,18.965520
570,18.998910,18.998910
571,19.032300,19.032300
572,19.065690,19.065690
573,19.099080,19.099080
574,19.132470,19.132470
575,19.165860,19.165860
576,19.199250,19.199250
577,19.232640,19.232640
578,19.266030,19.266030
579,19.299420,19.299420
580,19.332810,19.332810
581,19.366200,19.366200
582,19.399590,19.399590
583,19.432980,19.432980
584,19.466370,19.466370
585,19.499760,19.499760
586,19.533150,19.533150
587,19.566540,19.566540
588,19.599930,19.599930
589,19.633320,19.633320
590,19.666710,19.666710
591,19.700100,19.700100
592,19.733490,19.733490
593,19.766880,19.766880
594,19.800270,19.800270
595,19.833660,19.833660
596,19.867050,19.867050
597,19.900440,19.900440
598,19.933830,19.933830
599,19.967220,19.967220
600,20.000610,20.000610
601,20.034000,20.034000
602,20.067390,20.067390
603,20.100780,20.100780
604,20.134170,20.134170
605,20.167560,20.167560
606,20.200950,20.200950
607,20.234340,20.234340
608,20.267730,20.267730
609,20.301120,20.301120
610,20.334510,20.334510
611,20.367900,20.367900
612,20.401290,20.401290
613,20.434680,20.434680
614,20.468070,20.468070
615,20.501460,20.501460
616,20.534850,20.534850
617,20.568240,20.568240
618,20.601630,20.601630
619,20.635020,20.635020
620,20.668410,20.668410
621,20.701800,20.701800
622,20.735190,20.735190
623,20.768580,20.768580
624,20.801970,20.801970
625,20.835360,20.835360
626,20.868750,20.868750
627,20.902140,20.902140
628,20.935530,20.935530
629,20.968920,20.968920
630,21.002310,21.002310
631,21.035700,21.035700
632,21.069090,21.069090
633,21.102480,21.102480
634,21.135870,21.135870
635,21.169260,21.169260
636,21.202650,21.202650
637,21.236040,21.236040
638,21.269430,21.269430
639,21.302820,21.302820
640,21.336210,21.336210
641,21.369600,21.369600
642,21.402990,21.402990
643,21.436380,21.436380
644,21.469770,21.469770
645,21.503160,21.503160
646,21.536550,21.536550
647,21.569940,21.569940
648,21.603330,21.603330
649,21.636720,21.636720
650,21.670110,21.670110
651,21.703500,21.703500
652,21.736890,21.736890
653,21.770280,21.770280
654,21.803670,21.803670
655,21.837060,21.837060
656,21.870450,21.870450
657,21.903840,21.903840
658,21.937230,21.937230
659,21.970620,21.970620
660,22.004010,22.004010
661,22.037400,22.037400
662,22.070790,22.070790
663,22.104180,22.104180
