name,time
ball,00:00:03.6
ball,00:00:06.8
zem,00:00:43.7
zem,00:00:45.3
zem,00:00:48.5
ball,00:00:54.2
ball,00:00:57.6
ball,00:01:18.0
zem,00:01:20.8
zem,00:01:22.5
zem,00:01:27.4
zem,00:01:36.2
zem,00:01:51.1
ball,00:01:56.1
ball,00:01:58.6
ball,00:02:05.2
zem,00:02:18.8
zem,00:02:29.2
ball,00:02:51.4
zem,00:02:52.7
zem,00:02:53.9
car,00:03:17.2
tima,00:03:18.7
car,00:03:27.9
tima,00:03:29.9
tima,00:03:34.1
tima,00:04:07.2
car,00:04:23.3
car,00:04:50.6
tima,00:05:05.7
car,00:05:15.2
tima,00:05:46.5
tima,00:05:48.2
tima,00:05:55.2
car,00:06:06.9
car,00:06:11.7
car,00:06:16.2
tima,00:06:17.2
car,00:06:29.4
tima,00:06:30.1
car,00:06:31.6
tima,00:06:32.4
tima,00:07:38.6
tima,00:07:40.5
tima,00:07:47.1
tima,00:08:17.4
tima,00:08:19.0
tima,00:08:20.4
tima,00:08:23.0
tima,00:08:30.6
manu,00:09:12.4
brush,00:09:13.4
manu,00:09:16.3
brush,00:09:17.3
manu,00:09:18.8
brush,00:09:21.4
brush,00:09:25.9
manu,00:09:31.6
manu,00:09:39.8
manu,00:10:09.6
manu,00:10:27.2
manu,00:10:34.8
manu,00:10:37.2
manu,00:10:44.4
brush,00:11:00.8
manu,00:11:08.6
manu,00:11:12.7
manu,00:11:14.5
manu,00:11:33.9
manu,00:12:55.3
manu,00:12:56.6
manu,00:12:59.5
brush,00:13:30.7
brush,00:14:07.4
brush,00:14:14.3
brush,00:14:15.2
brush,00:14:15.6
manu,00:14:18.9
manu,00:14:39.9
brush,00:14:45.5
tima,00:14:52.6
tima,00:14:55.1
tima,00:15:01.3
