name,time
ball,00:00:05.5
car,00:01:49.7
zem,00:02:17.6
zem,00:02:30.3
zem,00:02:56.8
manu,00:03:10.2
manu,00:03:14.0
manu,00:03:28.7
brush,00:04:13.2
brush,00:04:16.7
brush,00:04:36.3
tima,00:05:26.8
tima,00:05:27.9
tima,00:05:33.7
tima,00:05:42.9
zem,00:06:18.7
zem,00:06:24.2
ball,00:06:45.5
tima,00:07:21.9
ball,00:08:19.1
ball,00:09:18.7
ball,00:09:21.9
brush,00:10:25.8
manu,00:10:40.8
tima,00:11:22.6
tima,00:11:24.2
tima,00:11:34.4
tima,00:11:39.1
manu,00:12:18.0
manu,00:12:20.5
manu,00:12:57.0
manu,00:13:44.6
tima,00:14:07.9
tima,00:14:09.9
tima,00:15:49.2
