name,time
zem,00:00:12.4
tima,00:00:21.3
tima,00:00:46.0
tima,00:00:48.7
car,00:01:00.4
car,00:01:05.3
car,00:01:15.8
car,00:01:19.0
ball,00:02:11.8
car,00:02:13.7
manu,00:02:54.4
manu,00:02:56.3
ball,00:04:52.4
ball,00:04:58.5
ball,00:05:02.5
ball,00:05:09.7
ball,00:05:12.3
ball,00:05:17.0
ball,00:05:25.4
ball,00:05:28.9
car,00:05:39.0
car,00:05:44.3
ball,00:06:08.7
ball,00:06:18.6
ball,00:06:21.6
ball,00:06:27.0
brush,00:07:08.8
brush,00:07:10.8
car,00:08:49.9
car,00:08:52.1
tima,00:10:56.4
brush,00:12:38.8
brush,00:12:41.6
brush,00:13:13.4
brush,00:13:53.1
