name,time
ball,00:00:00.1
ball,00:00:04.4
zem,00:00:09.6
zem,00:00:12.2
zem,00:00:13.5
zem,00:00:15.2
zem,00:00:25.8
ball,00:00:33.5
zem,00:00:53.4
car,00:01:07.8
car,00:01:09.5
manu,00:01:11.2
manu,00:01:13.2
manu,00:01:17.6
manu,00:01:29.5
car,00:01:34.5
tima,00:02:00.3
tima,00:02:10.7
tima,00:02:11.9
tima,00:02:13.4
tima,00:02:13.9
tima,00:02:14.3
tima,00:02:18.5
tima,00:02:20.1
tima,00:02:20.6
tima,00:02:21.2
tima,00:02:30.3
tima,00:02:37.2
car,00:02:39.3
tima,00:02:45.5
tima,00:03:15.5
tima,00:03:16.5
tima,00:03:17.0
tima,00:03:17.4
tima,00:03:18.0
tima,00:03:48.0
tima,00:04:26.3
tima,00:04:27.8
tima,00:04:28.6
tima,00:04:41.0
tima,00:04:42.2
tima,00:05:21.9
tima,00:05:35.9
tima,00:05:36.8
tima,00:05:41.0
brush,00:05:51.0
brush,00:05:55.0
tima,00:06:34.3
ball,00:06:34.7
ball,00:06:37.0
ball,00:06:40.1
zem,00:07:25.4
zem,00:07:26.2
zem,00:07:28.4
ball,00:07:32.6
ball,00:07:33.2
zem,00:07:44.1
ball,00:07:55.9
ball,00:07:56.7
ball,00:08:14.4
ball,00:08:39.0
zem,00:08:53.2
zem,00:08:53.6
zem,00:08:54.0
zem,00:09:07.6
zem,00:09:08.6
zem,00:09:09.1
zem,00:09:09.7
zem,00:09:10.0
ball,00:09:33.2
ball,00:09:35.1
ball,00:09:43.2
brush,00:09:47.2
tima,00:10:33.6
tima,00:10:35.5
tima,00:10:36.0
tima,00:10:43.7
tima,00:10:57.5
ball,00:12:52.3
ball,00:12:58.5
