name,time
manu,00:00:03.8
zem,00:00:15.4
ball,00:00:23.4
ball,00:01:03.6
ball,00:01:05.1
ball,00:01:16.7
ball,00:01:19.6
ball,00:01:25.6
zem,00:01:27.4
zem,00:02:14.1
ball,00:02:24.8
ball,00:02:39.3
zem,00:02:39.9
zem,00:04:25.6
ball,00:04:35.9
ball,00:04:37.2
zem,00:05:19.3
car,00:05:35.6
manu,00:05:45.3
manu,00:06:01.1
manu,00:06:02.2
car,00:06:09.7
car,00:06:27.9
car,00:06:58.1
car,00:07:39.6
car,00:07:42.5
manu,00:07:46.3
manu,00:07:53.3
car,00:08:42.3
manu,00:08:47.5
manu,00:08:58.7
car,00:09:17.0
manu,00:09:17.8
manu,00:09:42.4
manu,00:09:46.1
manu,00:10:34.3
manu,00:10:36.4
car,00:11:35.0
car,00:11:41.9
car,00:11:42.7
tima,00:15:11.2
brush,00:15:12.7
brush,00:15:24.7
brush,00:15:31.1
