name,time
car,00:00:41.8
car,00:00:43.5
car,00:00:47.1
car,00:00:58.8
car,00:01:00.9
car,00:01:04.6
car,00:01:11.0
car,00:01:13.7
car,00:01:21.6
car,00:01:25.4
car,00:01:35.3
car,00:01:38.0
car,00:01:41.5
car,00:02:08.1
car,00:02:12.8
car,00:02:43.9
car,00:03:06.5
car,00:04:14.6
car,00:04:17.1
ball,00:05:05.5
ball,00:05:07.2
ball,00:06:02.2
ball,00:06:05.7
ball,00:06:43.5
ball,00:06:45.0
ball,00:08:03.8
ball,00:08:04.7
ball,00:08:06.4
ball,00:08:09.2
ball,00:08:10.1
ball,00:08:11.1
ball,00:08:12.0
ball,00:09:18.8
ball,00:09:29.4
