name,time
manu,00:00:03.9
manu,00:00:09.2
manu,00:00:25.9
car,00:01:13.7
car,00:01:19.7
brush,00:01:48.2
brush,00:01:49.8
tima,00:01:54.9
brush,00:02:12.0
brush,00:02:38.3
brush,00:02:43.2
brush,00:02:48.6
brush,00:02:51.8
ball,00:03:16.0
ball,00:03:17.0
ball,00:03:31.1
ball,00:03:55.1
ball,00:04:00.5
brush,00:04:15.2
brush,00:04:37.8
brush,00:04:39.5
brush,00:04:44.9
brush,00:04:47.0
brush,00:04:53.2
ball,00:05:03.8
ball,00:06:01.1
ball,00:06:02.6
car,00:07:34.2
tima,00:08:13.9
tima,00:08:15.9
tima,00:08:21.1
ball,00:08:30.4
car,00:09:04.4
brush,00:09:34.4
brush,00:09:41.4
tima,00:09:44.4
manu,00:09:56.2
manu,00:10:03.1
manu,00:10:30.6
car,00:10:34.7
car,00:10:46.4
car,00:10:48.1
manu,00:12:33.2
car,00:12:51.5
car,00:12:53.3
ball,00:13:02.7
ball,00:13:04.3
ball,00:13:06.9
ball,00:13:11.8
ball,00:13:13.9
ball,00:14:14.5
zem,00:14:15.1
ball,00:14:18.7
zem,00:14:19.6
zem,00:14:31.9
ball,00:14:37.8
