code,start,stop,type,orient
posture,68000,179139,c,NaN
posture,179140,197707,st,1
posture,197708,209276,si,1
posture,209277,230579,st,1
posture,210289,229318,st,1
posture,229319,575743,si,1
posture,230580,210288,si,1
posture,575743,588700,st,1
posture,588701,655972,c,NaN
not-in-frame,687493,697166,NIF,NIF
not-in-frame,727262,732341,NIF,NIF
not-in-frame,797697,806968,NIF,NIF
not-in-frame,841201,859300,NIF,NIF
not-in-frame,931606,969423,NIF,NIF
not-in-frame,991457,0,NIF,NIF
