name,time
ball,00:00:01.3
ball,00:00:09.4
ball,00:00:11.7
ball,00:00:19.1
ball,00:00:26.4
ball,00:00:44.2
ball,00:00:55.2
ball,00:01:32.1
ball,00:01:50.1
zem,00:02:05.0
zem,00:02:06.1
zem,00:02:09.6
zem,00:02:15.8
zem,00:02:29.2
zem,00:02:37.8
zem,00:02:39.4
zem,00:02:49.2
zem,00:02:51.8
ball,00:03:08.7
ball,00:03:12.2
ball,00:03:36.9
zem,00:03:41.7
zem,00:03:55.3
zem,00:04:14.6
zem,00:04:42.2
zem,00:04:47.5
zem,00:04:50.3
zem,00:04:52.1
zem,00:05:32.3
zem,00:05:59.7
zem,00:06:08.9
zem,00:06:13.3
zem,00:06:44.6
zem,00:07:08.4
zem,00:08:03.6
zem,00:08:53.7
zem,00:09:35.8
zem,00:09:36.7
ball,00:09:40.0
manu,00:10:02.9
manu,00:10:04.5
car,00:10:06.1
car,00:10:11.0
car,00:10:41.9
manu,00:10:49.2
manu,00:10:53.1
manu,00:11:10.6
manu,00:11:27.0
manu,00:11:46.6
car,00:12:05.9
manu,00:12:29.7
tima,00:12:36.6
brush,00:12:38.0
brush,00:12:39.1
brush,00:12:40.7
brush,00:12:43.1
brush,00:12:49.1
brush,00:12:51.4
brush,00:13:57.8
tima,00:14:11.4
tima,00:14:14.2
tima,00:14:23.4
tima,00:14:30.1
tima,00:14:40.0
tima,00:14:49.0
tima,00:14:55.7
tima,00:15:01.5
brush,00:15:29.0
brush,00:15:33.2
brush,00:15:50.0
