name,time
zem,00:03.6
zem,00:04.7
zem,00:06.5
ball,00:11.0
ball,00:12.4
ball,00:14.3
zem,00:16.4
ball,00:39.5
ball,00:41.2
ball,00:42.6
ball,00:48.7
ball,00:49.6
zem,01:04.3
zem,01:06.5
zem,01:08.0
zem,01:08.4
zem,01:08.9
zem,01:09.1
zem,01:11.6
zem,01:11.9
zem,01:12.2
zem,01:13.0
zem,01:13.2
zem,01:13.4
zem,01:13.6
zem,01:18.6
zem,01:18.7
zem,01:18.8
zem,01:19.0
zem,01:19.1
zem,01:33.5
zem,01:34.8
zem,01:38.2
ball,01:58.1
ball,02:31.7
ball,02:32.8
ball,02:58.7
manu,03:17.4
manu,03:18.8
manu,03:21.8
manu,03:24.0
manu,03:36.0
manu,03:37.7
manu,03:47.5
zem,04:40.4
ball,04:45.2
car,04:59.7
car,05:00.7
car,05:03.0
car,05:08.5
car,05:22.5
manu,06:55.7
manu,07:16.0
manu,07:17.0
manu,07:17.1
manu,07:17.4
manu,07:17.7
manu,07:19.6
manu,07:21.0
manu,08:26.4
manu,08:27.8
manu,08:28.9
tima,09:52.4
tima,09:54.1
tima,10:00.6
tima,10:02.7
tima,10:21.0
tima,10:22.5
tima,10:53.5
tima,10:55.3
tima,11:45.5
tima,11:46.4
tima,11:47.5
car,11:50.0
tima,11:51.5
car,11:53.8
tima,11:55.1
tima,11:57.6
car,11:59.7
tima,12:00.9
tima,12:03.1
car,12:19.7
car,12:21.9
car,12:25.4
brush,12:28.5
brush,12:30.1
car,12:31.0
brush,12:32.4
brush,12:34.4
brush,12:36.0
brush,12:36.7
brush,12:38.1
brush,12:40.9
brush,12:42.1
brush,12:45.7
brush,12:46.8
brush,12:53.5
brush,13:06.0
brush,13:17.2
brush,13:23.7
brush,13:25.5
ball,13:27.2
ball,13:28.5
car,13:42.4
car,13:43.5
car,13:45.8
ball,13:47.0
manu,13:57.0
manu,13:58.7
tima,14:01.1
manu,14:37.5
manu,14:38.3
tima,14:54.7
tima,14:55.8
manu,15:03.4
tima,15:06.6
ball,15:07.3
tima,15:25.4
tima,15:26.8
ball,15:54.9
ball,15:56.4
ball,16:01.3
ball,16:02.6
tima,16:41.9
ball,17:15.4
ball,17:17.2
ball,17:50.3
ball,17:51.2
ball,17:54.3
tima,17:58.1
tima,17:59.8
zem,18:05.7
zem,18:26.4
zem,18:28.5
