name,time
ball,00:00:19.20
ball,00:00:25.80
zem,00:00:28.50
zem,00:00:34.20
ball,00:00:48.60
ball,00:00:49.60
ball,00:01:07.80
ball,00:01:08.60
zem,00:01:10.90
zem,00:01:13.80
zem,00:01:22.70
zem,00:01:32.20
ball,00:01:36.60
ball,00:01:38.60
brush,00:02:05.40
brush,00:02:06.90
brush,00:02:08.10
brush,00:02:11.00
tima,00:02:15.30
brush,00:02:24.90
brush,00:02:26.60
brush,00:02:30.80
ball,00:02:33.40
brush,00:02:51.90
brush,00:02:52.80
ball,00:02:58.40
car,00:03:02.40
ball,00:03:38.40
zem,00:03:45.90
zem,00:03:49.30
tima,00:03:52.50
brush,00:03:55.50
manu,00:04:02.90
ball,00:04:14.60
zem,00:04:58.70
ball,00:04:59.60
zem,00:05:08.80
ball,00:05:13.60
ball,00:05:24.80
ball,00:05:30.70
zem,00:05:33.20
zem,00:05:58.60
zem,00:06:21.70
car,00:07:03.20
manu,00:07:04.40
manu,00:07:06.60
car,00:07:11.30
manu,00:07:15.80
car,00:07:24.80
brush,00:07:36.70
tima,00:07:37.40
brush,00:07:45.40
brush,00:07:49.50
tima,00:07:54.00
ball,00:08:16.40
ball,00:08:53.10
zem,00:08:54.00
zem,00:09:29.20
car,00:10:08.20
car,00:10:16.30
manu,00:10:17.90
ball,00:11:11.30
ball,00:11:12.40
ball,00:11:14.70
manu,00:12:45.70
ball,00:13:12.20
brush,00:13:16.60
ball,00:13:33.30
car,00:13:37.80
manu,00:13:44.10
brush,00:13:52.70
tima,00:13:55.70
brush,00:14:08.20
brush,00:14:08.90
