name,time
zem,00:00:00.6
zem,00:00:02.6
ball,00:00:07.7
zem,00:00:10.4
zem,00:00:18.0
zem,00:00:19.1
ball,00:00:22.0
ball,00:00:27.3
ball,00:00:28.7
zem,00:00:32.5
zem,00:00:37.1
zem,00:00:38.0
zem,00:00:43.5
ball,00:00:47.4
ball,00:00:58.2
ball,00:00:59.6
ball,00:01:03.9
zem,00:01:06.9
zem,00:01:09.5
zem,00:01:13.2
zem,00:01:17.6
zem,00:01:18.0
ball,00:01:18.5
car,00:01:25.8
car,00:01:28.0
manu,00:01:48.1
manu,00:01:49.5
manu,00:01:53.6
manu,00:01:55.3
manu,00:02:04.5
ball,00:02:09.2
manu,00:02:09.7
ball,00:02:13.4
ball,00:02:27.4
manu,00:02:27.9
manu,00:02:30.8
zem,00:02:33.2
zem,00:02:35.2
zem,00:02:37.8
zem,00:02:44.4
zem,00:02:50.5
ball,00:02:53.5
manu,00:02:58.8
car,00:03:03.8
manu,00:03:11.1
zem,00:03:16.9
zem,00:03:17.4
zem,00:03:18.3
zem,00:03:20.1
brush,00:03:29.7
brush,00:03:32.4
brush,00:03:36.9
brush,00:03:39.0
brush,00:03:39.4
brush,00:03:39.7
zem,00:03:43.9
manu,00:03:47.3
brush,00:03:51.5
manu,00:03:55.9
brush (brushing),00:04:11.3
brush,00:04:13.0
brush,00:04:15.6
brush,00:04:18.8
car,00:04:21.9
car,00:04:23.2
car,00:04:24.6
car,00:04:26.5
tima,00:04:33.5
tima,00:04:35.6
tima,00:04:39.8
tima,00:04:46.5
tima,00:04:48.9
zem,00:05:02.1
tima,00:05:14.4
tima (off-camera),00:05:16.5
tima,00:05:20.2
zem,00:05:33.8
zem,00:05:35.9
zem,00:05:37.9
car,00:05:45.6
car,00:05:49.1
car,00:05:52.6
car,00:05:57.5
brush,00:06:03.9
brush,00:06:06.6
brush,00:06:11.0
tima,00:06:12.9
brush,00:06:16.2
zem,00:06:24.9
tima,00:06:34.6
tima,00:06:44.6
ball,00:07:00.4
ball,00:07:02.5
ball,00:07:04.2
ball,00:07:06.2
ball,00:07:14.3
ball,00:07:20.2
ball,00:07:23.6
manu,00:07:27.9
manu,00:07:30.8
tima,00:08:04.5
manu,00:08:21.1
manu,00:08:22.7
ball,00:08:24.1
ball,00:08:25.2
ball,00:08:51.8
ball,00:09:22.1
ball,00:09:29.9
zem,00:09:40.6
zem,00:09:42.7
ball,00:09:44.3
ball,00:09:44.8
ball,00:09:56.2
ball,00:10:24.5
ball,00:10:28.9
manu,00:10:49.8
manu,00:10:51.1
manu,00:10:53.3
brush,00:11:04.1
brush,00:11:06.8
zem,00:11:51.9
zem,00:11:53.0
brush,00:11:56.5
brush,00:11:58.8
zem,00:11:59.9
zem,00:12:11.0
zem,00:12:12.2
zem,00:12:12.5
zem,00:12:12.7
zem,00:12:13.4
zem,00:12:13.7
zem,00:12:13.9
zem,00:12:14.1
brush,00:12:19.4
zem,00:12:29.1
tima,00:12:34.4
ball,00:12:50.2
brush,00:12:50.6
ball,00:13:02.5
brush,00:13:03.1
tima,00:13:07.6
tima,00:13:08.6
tima,00:13:10.3
tima,00:13:16.7
tima,00:13:17.5
tima,00:13:21.6
tima,00:13:27.1
zem,00:13:34.3
zem,00:13:41.3
zem,00:13:42.5
zem,00:13:43.3
brush,00:13:56.5
tima,00:14:06.8
tima,00:14:09.7
zem,00:14:12.5
zem,00:14:14.4
tima,00:14:19.5
tima,00:14:24.0
zem,00:14:25.2
tima,00:14:35.0
tima,00:14:35.6
tima,00:14:35.8
tima,00:14:36.3
