name,time
ball,00:29.4
zem,00:44.0
zem,00:46.4
zem,01:03.4
zem,01:05.8
ball,02:07.0
tima,02:45.7
tima,02:52.0
tima,03:10.0
manu,03:20.1
manu,03:26.4
zem,04:44.4
zem,04:49.7
brush,05:23.2
ball,05:38.6
ball,05:43.8
tima,05:50.8
ball,05:55.9
tima,06:02.1
tima,06:12.2
ball,06:19.6
ball,06:25.8
zem,06:35.7
zem,06:55.0
zem,07:00.7
zem,07:25.7
manu,07:32.1
manu,07:35.8
manu,07:40.3
brush,07:46.9
ball,07:47.9
ball,07:49.4
brush,07:49.9
brush,08:25.8
brush,08:58.6
tima,09:10.9
tima,09:14.1
manu,09:17.2
brush,09:22.2
manu,09:38.8
manu,10:21.1
manu,10:30.0
zem,10:34.2
zem,10:36.6
zem,10:39.0
zem,10:44.0
zem,10:47.8
zem,10:49.9
zem,11:04.8
car,13:12.6
car,13:18.4
car,13:29.0
tima,13:46.6
tima,13:48.2
tima,13:49.5
tima,13:51.0
tima,13:51.3
tima,13:51.7
tima,14:07.0
tima,14:15.8
ball,14:43.9
ball,14:53.0
ball,15:03.1
ball,15:14.1
