name,time
brush,00:06.0
brush,00:07.7
brush,00:10.0
brush,00:13.9
zem,00:25.0
zem,00:26.7
zem,00:35.3
brush,01:07.7
brush,01:11.1
brush,01:27.3
ball,01:30.5
brush,01:48.0
tima,01:59.5
tima,03:04.1
tima,03:06.5
brush,03:07.0
brush,04:16.9
car,04:19.4
brush,04:37.1
car,05:03.0
car,05:14.0
zem,05:21.6
zem,05:23.4
zem,05:25.6
manu,05:44.1
manu,05:46.0
manu,05:51.0
manu,05:57.9
manu,06:02.3
manu,06:09.1
manu,06:52.5
manu,07:16.0
tima,08:09.0
tima,08:13.7
manu,08:21.1
tima,08:22.8
ball,08:44.1
ball,08:45.8
ball,08:48.3
ball,08:53.7
ball,08:55.0
ball,08:59.2
ball,09:02.0
ball,10:03.0
ball,10:04.5
brush,10:35.6
ball,10:39.4
brush,10:40.7
tima,11:21.2
tima,12:11.6
brush,12:19.0
brush,12:21.0
brush,13:01.4
manu,13:42.0
manu,14:04.8
tima,14:05.6
tima,14:11.5
ball,15:03.5
ball,15:05.3
tima,15:06.7
ball,15:08.0
ball,15:09.7
ball,15:14.0
ball,15:15.7
ball,15:20.3
