name,time
ball,00:03.0
ball,00:07.0
zem,00:44.0
zem,00:45.0
zem,00:48.0
ball,00:54.0
ball,00:58.0
zem,01:21.0
zem,01:23.0
zem,01:27.0
zem,01:36.0
zem,01:51.0
ball,01:56.0
ball,01:59.0
ball,02:05.0
zem,02:19.0
zem,02:29.0
zem,02:53.0
zem,02:54.0
car,03:17.0
tima,03:19.0
car,03:28.0
tima,03:30.0
tima,03:34.0
tima,04:07.0
car,04:51.0
car,05:15.0
tima,05:46.0
tima,05:48.0
tima,05:55.0
car,06:07.1
car,06:12.0
car,06:16.0
tima,06:17.0
car,06:29.0
tima,06:30.0
car,06:32.0
tima,06:32.0
tima,07:39.0
tima,07:40.0
tima,07:47.0
tima,08:17.0
tima,08:19.0
tima,08:20.0
tima,08:23.0
tima,08:31.0
tima,08:41.0
manu,09:12.0
brush,09:13.0
manu,09:16.0
brush,09:17.0
manu,09:19.0
brush,09:21.0
brush,09:26.0
manu,09:32.0
manu,09:40.0
manu,10:10.0
manu,10:27.0
manu,10:35.0
manu,10:35.0
manu,10:37.0
manu,10:44.0
brush,11:01.0
manu,11:09.0
manu,11:13.0
manu,11:14.0
manu,11:34.0
manu,12:55.4
manu,12:56.5
manu,13:00.0
brush,14:07.0
manu,14:19.0
manu,14:40.0
brush,14:45.0
tima,14:53.0
tima,14:55.0
tima,15:01.0
