name,time
brush,00:00:05.8
brush,00:00:07.6
brush,00:00:10.0
brush,00:00:13.8
zem,00:00:24.9
zem,00:00:26.6
zem,00:00:35.2
zem,00:00:37.3
brush,00:01:07.6
brush,00:01:11.1
brush,00:01:27.3
ball,00:01:30.5
brush,00:01:48.0
tima,00:01:59.5
tima,00:03:04.0
tima,00:03:06.4
brush,00:03:07.1
brush,00:04:16.9
car,00:04:19.4
brush,00:04:37.2
car,00:05:02.6
car,00:05:14.0
zem,00:05:21.4
zem,00:05:23.3
zem,00:05:25.5
manu,00:05:44.2
manu,00:05:45.8
manu,00:05:50.8
manu,00:05:57.9
manu,00:06:02.2
manu,00:06:09.0
manu,00:06:52.5
manu,00:07:16.0
manu,00:07:50.3
tima,00:08:08.5
tima,00:08:13.6
manu,00:08:21.1
tima,00:08:22.8
ball,00:08:44.0
ball,00:08:45.8
ball,00:08:48.3
ball,00:08:53.7
ball,00:08:55.0
ball,00:08:59.2
ball,00:09:02.4
ball,00:10:04.5
brush,00:10:35.6
ball,00:10:39.4
brush,00:10:40.8
tima,00:11:21.1
tima,00:12:11.6
brush,00:12:19.0
brush,00:13:01.4
manu,00:13:42.0
manu,00:14:04.7
tima,00:14:05.6
tima,00:14:11.4
ball,00:15:03.5
ball,00:15:05.3
tima,00:15:06.6
ball,00:15:08.0
ball,00:15:09.6
ball,00:15:13.6
ball,00:15:15.6
ball,00:15:20.2
