name,time
zem,00:00:18.7
zem,00:00:22.0
zem,00:00:22.2
zem,00:00:22.5
zem,00:00:22.7
zem,00:00:22.9
ball,00:00:27.7
ball,00:00:43.6
zem,00:00:44.5
ball,00:00:47.0
ball,00:00:49.0
zem,00:00:55.3
ball,00:01:07.3
zem,00:01:07.9
ball,00:01:35.2
zem,00:01:42.9
zem,00:01:49.6
zem,00:01:51.0
ball,00:02:06.4
ball,00:02:09.2
ball,00:02:11.0
ball,00:02:29.9
ball,00:02:41.5
zem,00:02:44.5
ball,00:02:48.6
ball,00:03:00.2
zem,00:03:07.7
manu,00:03:16.8
manu,00:03:18.1
manu,00:03:19.0
car,00:03:19.9
manu,00:03:22.1
manu,00:03:24.2
manu,00:03:35.4
manu,00:03:37.4
manu,00:03:45.5
manu,00:03:47.0
manu,00:03:56.8
manu,00:03:59.6
manu,00:04:04.1
manu,00:04:10.7
manu,00:04:25.8
car,00:04:32.6
car,00:04:43.5
manu,00:04:46.3
manu,00:04:48.6
manu,00:04:50.0
car,00:04:51.6
manu,00:05:07.5
car,00:05:08.7
car,00:05:24.6
manu,00:05:30.3
manu,00:06:08.9
car,00:06:09.5
car,00:06:40.3
manu,00:06:40.7
car,00:06:48.6
car,00:06:52.0
car,00:07:01.7
car,00:07:05.3
car,00:07:21.6
manu,00:07:32.5
car,00:07:33.0
car,00:07:39.7
car,00:07:40.1
car,00:07:40.5
manu,00:07:43.4
manu,00:07:56.1
manu,00:08:00.1
manu,00:08:23.9
manu,00:08:41.4
manu,00:09:01.3
car,00:09:02.3
manu,00:09:04.6
car,00:09:05.6
manu,00:09:15.8
car,00:09:31.3
manu,00:09:46.1
manu,00:09:50.3
manu,00:09:51.8
manu,00:09:53.6
car,00:09:58.8
car,00:10:01.5
car,00:10:20.6
manu,00:10:22.2
manu,00:10:42.2
manu,00:10:44.3
manu,00:10:45.9
manu,00:10:46.2
manu,00:10:46.5
car,00:11:18.6
manu,00:11:19.0
manu,00:11:23.5
manu,00:11:25.6
manu,00:11:33.8
manu,00:11:41.7
manu,00:11:50.5
manu,00:11:54.4
manu,00:12:16.6
manu,00:13:26.3
car,00:13:45.7
car,00:13:49.4
car,00:13:55.1
tima,00:14:41.7
brush,00:14:42.8
brush,00:14:43.9
