group,video,frame,Nose_x,Nose_y,Nose_conf,Neck_x,Neck_y,Neck_conf,RShoulder_x,RShoulder_y,RShoulder_conf,RElbow_x,RElbow_y,RElbow_conf,RWrist_x,RWrist_y,RWrist_conf,LShoulder_x,LShoulder_y,LShoulder_conf,LElbow_x,LElbow_y,LElbow_conf,LWrist_x,LWrist_y,LWrist_conf,RHip_x,RHip_y,RHip_conf,RKnee_x,RKnee_y,RKnee_conf,RAnkle_x,RAnkle_y,RAnkle_conf,LHip_x,LHip_y,LHip_conf,LKnee_x,LKnee_y,LKnee_conf,LAnkle_x,LAnkle_y,LAnkle_conf,REye_x,REye_y,REye_conf,LEye_x,LEye_y,LEye_conf,REar_x,REar_y,REar_conf,LEar_x,LEar_y,LEar_conf,sample_type,path
8,XS_0801,00714,156.508,74.3422,0.769448,181.281,193.09,0.478107,60.0152,211.297,0.357743,74.3301,386.086,0.243324,78.264,442.183,0.0601635,301.306,193.025,0.310902,358.722,327.394,0.228408,391.316,409.565,0.0926979,173.479,447.394,0.0961467,0,0,0,0,0,0,279.129,429.131,0.110853,0,0,0,0,0,0,121.311,46.9068,0.81877,182.566,45.6242,0.776525,84.7935,66.571,0.759904,224.32,54.7484,0.739939,high_density,XS_0801/image-00714.jpg
8,XS_0801,01743,485.208,164.341,0.780434,433.057,276.536,0.470743,309.129,296.077,0.257313,272.619,476.101,0.173784,0,0,0,562.191,270.002,0.446004,575.198,453.886,0.463328,498.271,476.121,0.201162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.701,129.161,0.834517,516.553,134.342,0.825055,392.594,138.261,0.750128,549.133,139.557,0.469912,high_density,XS_0801/image-01743.jpg
8,XS_0801,03055,639.148,131.72,0.334092,649.568,198.277,0.305704,619.544,173.477,0.184255,495.672,194.356,0.101388,0,0,0,675.642,220.43,0.312896,588.28,322.161,0.437106,466.958,335.208,0.140334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.462,121.305,0.322888,650.897,129.109,0.305707,0,0,0,673.068,143.485,0.314715,high_density,XS_0801/image-03055.jpg
8,XS_0801,03352,0,0,0,568.735,47.0047,0.44291,465.658,46.9682,0.252873,348.267,236.122,0.604922,390.016,354.795,0.285594,680.882,36.5226,0.284727,704.393,256.95,0.245044,627.407,358.68,0.294557,486.525,309.131,0.131784,0,0,0,0,0,0,599.992,330.009,0.089952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0801/image-03352.jpg
8,XS_0801,03570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.81,3.22653,0.168272,609.157,129.141,0.555447,465.644,203.522,0.449198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0801/image-03570.jpg
8,XS_0801,06729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-06729.jpg
8,XS_0801,07219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-07219.jpg
8,XS_0801,07428,0,0,0,0,0,0,53.4563,3.22489,0.151799,86.0743,87.3603,0.400409,161.725,114.778,0.297936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0801/image-07428.jpg
8,XS_0801,08106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-08106.jpg
8,XS_0801,09005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-09005.jpg
8,XS_0801,12594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-12594.jpg
8,XS_0801,13492,696.532,22.1844,0.238678,641.788,67.8613,0.530155,586.935,36.5426,0.412882,632.603,243.943,0.315087,734.336,310.451,0.0873397,701.758,99.1403,0.532832,701.749,215.215,0.157864,0,0,0,446.096,366.529,0.224776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.044,3.22765,0.0577127,0,0,0,high_density,XS_0801/image-13492.jpg
8,XS_0801,16269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-16269.jpg
8,XS_0801,19282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.726,198.26,0.0710339,194.364,271.303,0.209314,211.321,350.876,0.309582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0801/image-19282.jpg
8,XS_0803,03075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0803/image-03075.jpg
8,XS_0803,04872,676.94,177.371,0.358503,683.483,213.967,0.306884,669.142,212.568,0.237536,598.703,224.317,0.0932301,568.695,234.788,0.0545061,696.522,219.136,0.27373,0,0,0,0,0,0,628.696,273.901,0.0516222,0,0,0,0,0,0,649.565,289.57,0.06651,0,0,0,0,0,0,679.546,170.848,0.117384,683.454,172.217,0.418998,0,0,0,695.216,181.313,0.395808,high_density,XS_0803/image-04872.jpg
8,XS_0803,07140,76.967,69.1275,0.793557,3.22989,119.996,0.0598485,0,0,0,0,0,0,0,0,0,44.3305,151.3,0.272381,53.4496,306.476,0.519889,101.763,464.346,0.391379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6171,26.0852,0.76571,110.866,66.5515,0.64731,0,0,0,122.6,87.3525,0.10358,high_density,XS_0803/image-07140.jpg
8,XS_0803,07978,224.4,63.884,0.790026,203.525,169.59,0.69536,117.401,149.999,0.520685,46.9143,324.776,0.625708,36.4894,446.1,0.483987,280.437,183.914,0.563685,390.017,243.9,0.772057,327.428,126.512,0.683974,142.188,421.307,0.177202,0,0,0,0,0,0,254.363,418.681,0.267564,330,476.097,0.0530852,0,0,0,203.507,46.9404,0.878865,246.526,48.2936,0.852127,172.203,61.3247,0.772338,272.625,75.6496,0.601345,high_density,XS_0803/image-07978.jpg
8,XS_0803,08390,174.785,56.0372,0.84147400000000006,155.207,155.208,0.654945,74.3545,129.127,0.526889,3.23387,294.757,0.279171,74.3564,433.084,0.49445,230.868,181.258,0.673822,234.775,316.969,0.647376,256.993,401.752,0.769666,91.3031,413.495,0.160448,0,0,0,0,0,0,193.026,408.246,0.350372,272.614,476.113,0.135258,0,0,0,151.369,36.4797,0.887422,196.936,36.5648,0.834462,120.017,45.6913,0.800654,224.344,49.5489,0.634554,random,XS_0803/image-08390.jpg
8,XS_0803,09804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0803/image-09804.jpg
8,XS_0803,10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0803/image-10604.jpg
8,XS_0803,10923,0,0,0,673.026,185.216,0.165885,566.099,149.989,0.369705,476.108,293.466,0.349583,378.236,461.746,0.325198,747.386,200.857,0.0692279,0,0,0,0,0,0,510,409.565,0.0805392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0803/image-10923.jpg
8,XS_0803,12173,693.947,129.159,0.610316,597.41,215.198,0.555786,495.679,166.962,0.45163,393.918,370.44,0.528405,384.767,476.125,0.145054,691.295,260.878,0.24485,686.099,446.089,0.349798,0,0,0,440.877,476.101,0.0575423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.681,88.6868,0.817376,722.61,122.632,0.348753,635.221,76.9568,0.67623200000000006,0,0,0,high_density,XS_0803/image-12173.jpg
8,XS_0803,12423,0,0,0,526.966,46.9998,0.407348,0,0,0,0,0,0,0,0,0,649.571,99.1419,0.33905,538.712,323.476,0.203927,526.942,339.147,0.0764497,0,0,0,0,0,0,0,0,0,422.604,275.208,0.0581988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0803/image-12423.jpg
8,XS_0803,13444,306.519,268.714,0.311657,271.296,346.959,0.1895,206.083,343.051,0.102943,0,0,0,0,0,0,335.212,337.831,0.115392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.577,255.637,0.284509,315.634,254.338,0.142721,251.741,263.465,0.318992,0,0,0,random,XS_0803/image-13444.jpg
8,XS_0803,15015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0803/image-15015.jpg
8,XS_0803,17803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0803/image-17803.jpg
8,XS_0803,22474,495.702,243.887,0.452585,481.287,271.28,0.392811,469.571,269.994,0.464569,495.68,320.885,0.204639,528.269,306.497,0.13555,493.053,272.606,0.285793,0,0,0,0,0,0,493.041,361.302,0.236644,607.839,349.528,0.359606,630.015,400.426,0.221707,506.085,348.25,0.165557,609.111,343.057,0.20325,628.693,399.118,0.199063,491.735,234.83,0.467917,500.86,234.85,0.392128,478.696,236.114,0.423252,0,0,0,high_density,XS_0803/image-22474.jpg
8,XS_0805,01394,0,0,0,516.543,191.769,0.619631,512.604,191.789,0.605829,515.216,213.906,0.439819,525.616,221.713,0.235884,523.061,191.682,0.4831,534.747,200.858,0.140565,536.068,193.081,0.140989,517.872,223.016,0.533227,532.193,236.078,0.35388,541.303,250.442,0.316501,527.005,217.827,0.423922,543.888,225.674,0.243798,545.22,245.26,0.35849,0,0,0,0,0,0,523,182.657,0.148426,0,0,0,random,XS_0805/image-01394.jpg
8,XS_0805,02802,389.993,134.366,0.174462,384.799,139.604,0.545838,379.538,140.878,0.486298,371.74,152.638,0.146133,380.893,159.118,0.145207,393.903,140.834,0.406928,412.219,138.233,0.253961,416.089,130.488,0.306024,378.262,176.095,0.489764,380.901,203.496,0.284514,380.899,225.649,0.235132,389.963,177.395,0.497744,390.027,203.519,0.322672,400.433,233.502,0.257913,388.676,130.459,0.155905,390.029,131.753,0.126933,383.486,130.408,0.187026,390.034,130.415,0.101342,high_density,XS_0805/image-02802.jpg
8,XS_0805,03032,0,0,0,339.111,134.36,0.277256,336.513,133.033,0.187522,0,0,0,0,0,0,348.247,133.047,0.21358,379.565,129.137,0.41727,358.724,126.503,0.212527,333.906,174.777,0.305411,337.815,219.144,0.141172,327.392,249.132,0.0839217,339.104,174.784,0.322097,337.871,219.13,0.250593,329.987,254.319,0.155673,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0805/image-03032.jpg
8,XS_0805,03877,300.018,284.323,0.242097,285.651,293.474,0.540637,279.126,297.405,0.5276,275.186,318.268,0.197793,280.449,318.293,0.188549,289.561,288.265,0.332357,343.025,276.503,0.28447,0,0,0,277.863,345.661,0.439933,275.245,379.574,0.326955,269.997,413.476,0.313084,286.947,344.337,0.378864,277.829,379.565,0.246217,273.933,413.496,0.289541,297.382,280.437,0.240942,0,0,0,286.966,280.434,0.248465,0,0,0,high_density,XS_0805/image-03877.jpg
8,XS_0805,04670,0,0,0,451.299,104.361,0.568033,447.408,104.337,0.555691,443.483,120.049,0.387243,446.062,131.736,0.35419,452.647,104.344,0.516938,452.588,123.907,0.142736,452.575,136.956,0.081115,446.085,140.833,0.62171,443.469,170.874,0.43849900000000003,440.841,200.844,0.325594,451.32,140.843,0.595674,451.266,170.901,0.424453,443.525,200.841,0.277803,0,0,0,0,0,0,452.55,92.6118,0.0988535,0,0,0,high_density,XS_0805/image-04670.jpg
8,XS_0805,07483,0,0,0,0,0,0,549.15,194.355,0.444017,568.698,182.674,0.268439,584.328,182.611,0.411133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,high_density,XS_0805/image-07483.jpg
8,XS_0805,08947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-08947.jpg
8,XS_0805,09467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-09467.jpg
8,XS_0805,12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-12365.jpg
8,XS_0805,12877,199.547,234.837,0.832315,233.45,281.742,0.359516,210.001,284.347,0.243593,0,0,0,0,0,0,253.017,276.527,0.488542,275.262,378.224,0.597899,306.515,464.381,0.663125,123.926,412.183,0.194008,24.7896,418.706,0.0603365,0,0,0,195.654,450.008,0.125541,0,0,0,0,0,0,191.67,224.354,0.887337,213.949,224.329,0.94897,0,0,0,246.5,233.452,0.823734,high_density,XS_0805/image-12877.jpg
8,XS_0805,13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-13568.jpg
8,XS_0805,15450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-15450.jpg
8,XS_0805,17173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0805/image-17173.jpg
8,XS_0805,18368,266.08,176.105,0.203457,266.053,190.419,0.510978,258.277,186.539,0.336017,233.485,193.101,0.330131,232.153,213.878,0.153291,273.874,193.008,0.377237,233.477,198.285,0.139201,228.251,220.415,0.129769,240.024,237.378,0.255705,0,0,0,0,0,0,239.999,237.378,0.284286,0,0,0,0,0,0,266.081,172.223,0.175186,266.146,173.468,0.222756,266.093,174.762,0.120126,269.995,173.486,0.280325,high_density,XS_0805/image-18368.jpg
8,XS_0807,00263,174.794,140.869,0.516258,127.831,209.988,0.220527,3.23636,177.387,0.0831247,0,0,0,0,0,0,297.385,237.386,0.272905,294.785,451.299,0.103341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.822,87.3998,0.828074,233.474,112.187,0.771874,80.8843,67.8461,0.685196,275.164,129.101,0.716503,random,XS_0807/image-00263.jpg
8,XS_0807,01989,659.996,340.463,0.668011,603.905,417.389,0.211761,478.689,354.773,0.283524,360,429.121,0.22035,284.351,476.107,0.0697807,726.527,448.699,0.0525251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.022,285.701,0.838945,704.38,318.288,0.66971,583.034,266.108,0.651197,0,0,0,random,XS_0807/image-01989.jpg
8,XS_0807,01991,675.642,327.383,0.518372,610.451,401.727,0.18388,494.357,340.454,0.329036,360.008,436.95,0.219944,292.172,476.106,0.0762578,704.342,431.734,0.066674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661.277,276.499,0.812598,717.381,300.005,0.344889,597.392,264.723,0.685446,0,0,0,high_density,XS_0807/image-01991.jpg
8,XS_0807,02290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0807/image-02290.jpg
8,XS_0807,08926,498.245,13.0072,0.123167,463.052,70.4355,0.259484,314.355,44.362,0.20593,142.189,264.768,0.0895469,0,0,0,613.035,80.8671,0.350379,680.881,315.643,0.147675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.76,3.23513,0.273707,random,XS_0807/image-08926.jpg
8,XS_0807,09847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,random,XS_0807/image-09847.jpg
8,XS_0807,11574,506.069,142.209,0.595074,476.103,190.448,0.276314,306.516,177.395,0.221588,230.886,396.529,0.218956,0,0,0,620.86,183.909,0.242683,692.572,404.365,0.345464,581.732,449.989,0.0550443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.633,87.3463,0.838766,558.229,112.156,0.745035,414.763,73.041,0.615655,597.4,125.233,0.400455,high_density,XS_0807/image-11574.jpg
