code,start,stop,type,orient
posture,97020,178839,si,1
posture,178840,181448,st,1
posture,181449,183622,st,3
posture,183623,185780,si,3
posture,185781,225304,st,3
posture,225305,236817,si,3
posture,236818,309535,si,0
posture,309536,359656,si,1
posture,359657,363668,si,2
posture,363669,383417,si,3
posture,383418,402146,si,1
posture,402147,404071,st,1
posture,404072,421635,st,3
posture,421636,424905,si,3
posture,424906,427638,si,2
posture,427639,462738,si,1
posture,462739,480103,si,2
posture,480104,489930,st,1
posture,489931,501669,st,3
posture,501670,514453,si,3
posture,514454,521253,si,2
posture,521254,541851,st,1
posture,541852,546856,si,3
posture,546857,560533,si,2
posture,560534,568293,si,1
posture,568294,583168,si,2
posture,583168,609952,NaN,NaN
posture,609953,626078,si,2
posture,626079,644433,si,3
posture,644434,675181,si,0
posture,675182,679078,si,3
posture,679079,684317,st,3
posture,684318,692257,st,2
posture,692258,732223,st,1
posture,732224,742831,NaN,NaN
posture,742832,750831,si,2
posture,750832,762362,si,3
posture,762363,786589,si,0
posture,786590,793933,NaN,NaN
posture,793934,819433,si,2
posture,819434,826673,si,3
posture,826674,835073,si,2
posture,835074,849183,st,1
posture,849184,868087,c,NaN
posture,868088,888181,si,3
posture,888182,894743,l,3
posture,894744,978859,st,3
posture,978860,1048639,si,3
posture,1048640,1060233,si,0
posture,1060234,1069021,si,1
posture,1069022,1075487,si,3
posture,1075488,1169803,si,1
posture,1169804,1171865,st,1
posture,1171866,1175515,st,2
posture,1175516,1219749,st,3
