code,start,stop,type,orient
not-in-frame,8552,14157,NIF,NIF
not-in-frame,15708,18865,NIF,NIF
not-in-frame,115184,165675,NIF,NIF
not-in-frame,181338,256773,NIF,NIF
not-in-frame,312001,402798,NIF,NIF
not-in-frame,429726,432630,NIF,NIF
not-in-frame,438438,459855,NIF,NIF
not-in-frame,462066,476487,NIF,NIF
not-in-frame,487179,518628,NIF,NIF
not-in-frame,538307,616041,NIF,NIF
not-in-frame,625812,670461,NIF,NIF
not-in-frame,757629,786423,NIF,NIF
not-in-frame,814552,817129,NIF,NIF
not-in-frame,827066,910965,NIF,NIF
not-in-frame,933499,941439,NIF,NIF
posture,3834,7094,si,1
posture,7095,14270,p,0
posture,14270,16293,st,0
posture,16294,19150,si,0
posture,19151,21022,st,0
posture,21023,26564,st,1
posture,26565,28676,si,2
posture,28677,32867,p,2
posture,32868,37058,si,2
posture,37059,48304,si,3
posture,48305,82598,si,2
posture,82599,99032,st,2
posture,99033,102167,p,2
posture,102168,113750,si,1
posture,113751,122924,p,0
posture,122925,126459,st,0
posture,126460,130481,si,0
posture,130482,154556,st,0
posture,154557,162392,st,3
posture,162393,172028,st,0
posture,172029,180799,st,1
posture,180800,187435,st,2
posture,187435,236651,st,1
posture,236652,244595,st,2
posture,244596,257828,st,0
posture,257829,259247,st,1
posture,259248,265817,si,1
posture,265818,270038,p,1
posture,270039,298880,si,1
posture,298881,311453,si,2
posture,311454,318335,st,2
posture,318336,403325,st,1
posture,403326,408437,p,3
posture,408438,411934,p,1
posture,411935,427151,si,1
posture,427152,429010,p,3
posture,429011,432507,p,0
posture,432507,436424,p,1
posture,436425,437447,p,3
posture,437448,441875,p,0
posture,441876,456391,si,0
posture,456392,461078,st,0
posture,461079,474984,st,1
posture,474985,479786,st,0
posture,479787,485924,st,1
posture,485925,508384,st,2
posture,508385,518597,st,0
posture,518598,537635,st,1
posture,537636,538262,st,2
posture,543816,547073,st,0
posture,547074,574163,st,1
posture,574164,605363,st,2
posture,605364,614714,si,1
posture,614715,616142,st,1
posture,616143,618747,st,3
posture,618748,625712,st,1
posture,625713,657722,st,2
posture,657723,670427,st,1
posture,670428,672275,st,2
posture,672276,677918,p,2
posture,677919,680606,st,2
posture,680606,685145,si,2
posture,685146,751904,si,1
posture,751905,754710,p,3
posture,754710,757698,p,0
posture,757699,786372,si,0
posture,786373,787549,p,0
posture,787550,791273,p,2
posture,791274,796139,st,2
posture,796140,808462,st,0
posture,808463,809790,st,2
posture,809791,812459,si,3
posture,812460,816056,p,3
posture,816057,820209,si,3
posture,820210,874151,si,1
posture,874152,878489,st,2
posture,878490,882459,si,2
posture,882460,893047,st,2
posture,893048,899447,st,1
posture,899448,906063,p,2
posture,906064,909149,si,0
posture,909150,914891,st,0
posture,914892,916526,st,1
posture,916527,928132,si,2
posture,928133,932249,p,2
posture,932250,934389,si,1
posture,934390,941440,l,2
