code,start,stop,type,orient
posture,11060,41999,si,1
posture,42000,45899,p,3
posture,45900,50467,si,1
posture,50468,108731,si,2
posture,108732,117367,si,1
posture,117368,120733,si,2
posture,120734,128009,NaN,NaN
posture,128010,132963,si,2
posture,132964,135675,si,1
posture,135676,156334,st,2
posture,156335,158643,si,2
posture,158644,162077,p,3
posture,162078,165069,si,3
posture,165070,171681,si,2
posture,171682,173090,p,3
posture,173091,214387,si,2
posture,214388,231675,si,0
posture,231676,239665,p,1
posture,239666,248947,si,1
posture,248948,255746,p,2
posture,255747,293154,si,2
posture,293155,298751,si,1
posture,298752,300321,si,2
posture,300322,328813,si,3
posture,328814,332315,p,3
posture,332316,364341,si,2
posture,364342,378997,st,1
posture,378998,422891,si,2
posture,422892,473381,si,3
posture,473382,495724,si,1
posture,495725,502349,st,1
posture,502350,561136,si,3
posture,561137,582249,st,2
posture,582250,585445,p,3
posture,585446,591089,si,2
posture,591090,592687,p,2
posture,592688,599657,p,3
posture,599658,613359,si,1
posture,613360,640831,si,3
posture,640832,643108,p,3
posture,643892,647644,si,3
posture,647645,653106,si,1
posture,653107,670751,si,2
posture,670752,686289,p,0
posture,686290,693157,p,1
posture,693158,729435,si,3
posture,729436,732835,p,2
posture,732836,736949,si,1
posture,736950,738628,p,1
posture,738629,739720,si,1
posture,739721,744633,p,2
posture,744634,767926,si,3
posture,767927,784236,si,2
posture,784237,791213,p,1
posture,791214,821707,si,2
posture,821708,915150,si,3
posture,915151,920311,p,2
posture,920312,923167,si,3
posture,923168,927485,p,2
posture,927486,932818,si,2
posture,932819,935441,p,2
posture,935442,944259,si,3
posture,944260,963696,si,2
posture,963696,965225,st,3
posture,965226,981180,si,3
posture,981181,984425,si,1
posture,984426,1005073,si,2
posture,1005074,1010819,si,1
posture,1010820,1028201,si,2
posture,1028202,1046889,st,1
posture,1046890,1057759,si,2
