code,start,stop,type,orient
not-in-frame,206308,208522,NIF,NIF
not-in-frame,215016,218688,NIF,NIF
not-in-frame,247894,293624,NIF,NIF
not-in-frame,325108,328610,NIF,NIF
not-in-frame,358190,376720,NIF,NIF
not-in-frame,495538,521526,NIF,NIF
not-in-frame,523770,526387,NIF,NIF
not-in-frame,561544,567664,NIF,NIF
not-in-frame,573954,589186,NIF,NIF
not-in-frame,614338,659940,NIF,NIF
not-in-frame,665924,672044,NIF,NIF
not-in-frame,721208,728892,NIF,NIF
not-in-frame,754834,768910,NIF,NIF
not-in-frame,776526,787797,NIF,NIF
not-in-frame,798719,804270,NIF,NIF
not-in-frame,822732,828448,NIF,NIF
not-in-frame,837386,852448,NIF,NIF
posture,29953,42499,st,2
posture,42500,46137,st,1
posture,46138,50931,st,3
posture,50932,64667,si,0
posture,64668,72657,st,0
posture,72658,75037,si,0
posture,75038,84625,st,0
posture,84626,90541,si,0
posture,90542,94315,st,0
posture,94316,120903,si,0
posture,120904,130237,si,1
posture,130238,146403,p,1
posture,146404,167177,si,0
posture,167178,182239,st,1
posture,182240,186551,si,1
posture,186552,194513,si,2
posture,194514,196689,si,1
posture,196690,202673,p,2
posture,202674,205855,st,2
posture,205856,208920,st,0
posture,208921,210833,st,1
posture,210834,214204,st,2
posture,214205,219571,st,0
posture,219572,222427,st,2
posture,222428,231233,p,1
posture,231234,235313,p,2
posture,235314,239359,si,1
posture,239360,243991,p,2
posture,243992,289186,p,0
posture,289187,296974,st,0
posture,296975,301851,si,2
posture,301852,304976,st,2
posture,304977,309977,st,0
posture,309978,314601,st,3
posture,314602,324402,st,1
posture,324403,329969,st,0
posture,329970,351083,st,2
posture,351084,354245,si,1
posture,354246,357815,st,2
posture,357816,378147,st,0
posture,378148,383519,st,3
posture,383520,387225,st,0
posture,387226,392121,p,0
posture,392122,397153,si,0
posture,397154,419729,p,0
posture,419730,426121,p,2
posture,426122,431221,l,2
posture,431222,439143,p,2
posture,439144,441795,st,1
posture,441796,444923,st,3
posture,444924,452505,p,3
posture,452506,475525,NaN,NaN
posture,475526,480317,p,3
posture,480318,483751,si,1
posture,483752,489327,p,1
posture,489328,493407,st,2
posture,493408,499527,st,0
posture,499528,518431,si,0
posture,518432,536655,NaN,NaN
posture,536656,552091,l,2
posture,552092,560398,p,3
posture,560399,566034,p,0
posture,566035,568139,st,0
posture,568140,572355,st,1
posture,572356,576733,st,0
posture,576734,587033,si,0
posture,587034,590069,st,0
posture,590070,592517,st,2
posture,592518,611141,st,0
posture,611142,614413,st,2
posture,614414,629373,st,0
posture,629374,636675,p,0
posture,636676,659701,st,0
posture,659702,662149,st,2
posture,662150,677434,st,0
posture,677435,681500,st,2
posture,681501,686247,st,0
posture,686248,691672,st,1
posture,691673,694279,st,0
posture,694280,697063,st,2
posture,697064,704479,st,0
posture,704480,709171,p,0
posture,709172,711177,st,1
posture,711178,713047,c,NaN
posture,713048,721346,st,2
posture,721347,729707,st,0
posture,729708,736507,st,1
posture,736508,737969,st,2
posture,737970,746809,st,3
posture,746810,751875,st,0
posture,751876,754881,st,2
posture,754882,768875,st,0
posture,768876,771323,st,1
posture,771324,773431,c,NaN
posture,773432,805153,st,0
posture,805154,811219,st,2
posture,811220,814854,st,0
posture,814855,816135,st,1
posture,816136,818141,c,NaN
posture,818142,822588,st,2
posture,822589,829531,st,0
posture,829532,832047,c,NaN
posture,832048,836640,st,1
posture,836641,844933,st,0
posture,844934,849145,p,0
posture,849146,852379,st,0
posture,852380,856357,st,1
posture,856358,879851,si,3
posture,879852,882673,st,2
posture,882674,886957,p,3
posture,886958,894282,si,2
posture,894283,903964,p,2
posture,903965,916265,si,2
posture,916266,922079,p,2
posture,922080,928097,NaN,NaN
posture,928098,932075,p,2
posture,942140,954868,p,3
