code,start,stop,type,orient
not-in-frame,14958,15572,NIF,NIF
not-in-frame,78914,340578,NIF,NIF
not-in-frame,353022,521832,NIF,NIF
not-in-frame,601800,605540,NIF,NIF
not-in-frame,674594,689010,NIF,NIF
not-in-frame,694450,751774,NIF,NIF
not-in-frame,773928,780300,NIF,NIF
not-in-frame,841840,844654,NIF,NIF
posture,14183,16523,st,0
posture,16524,17935,st,1
posture,17936,19668,st,2
posture,19669,22310,st,3
posture,22311,34135,st,1
posture,34136,35615,st,3
posture,35616,37509,st,0
posture,37510,40765,si,0
posture,40766,53233,st,0
posture,53234,54434,si,0
posture,54435,64285,st,0
posture,64286,65962,si,0
posture,65963,72181,st,0
posture,72182,75810,si,0
posture,75811,87243,st,0
posture,87244,90305,si,0
posture,90306,98445,st,0
posture,98446,180187,si,1
posture,180188,191107,si,2
posture,191108,253136,si,1
posture,253137,256034,st,3
posture,256035,261571,st,1
posture,261572,268894,st,2
posture,268895,272003,st,1
posture,272004,273985,st,2
posture,273986,281980,st,1
posture,281981,285545,si,2
posture,285546,300472,st,1
posture,300473,306733,st,2
posture,306734,320109,st,1
posture,320110,322761,l,3
posture,322762,335035,NaN,NaN
posture,335036,340699,st,1
posture,340700,343150,st,3
posture,343151,353515,st,1
posture,353516,356387,st,3
posture,356388,376069,si,3
posture,376070,378850,st,3
posture,378851,394349,st,2
posture,394350,403817,st,1
posture,403818,410678,st,2
posture,410679,421243,st,1
posture,421244,434634,st,2
posture,434635,464044,st,1
posture,464045,477665,st,2
posture,477666,521724,st,1
posture,521725,522885,st,3
posture,522886,525227,st,0
posture,525228,528183,si,0
posture,528184,537588,st,0
posture,537589,542674,si,0
posture,542675,555962,st,0
posture,555963,569395,si,0
posture,569396,581688,st,0
posture,581689,590681,si,1
posture,590682,600788,st,2
posture,600789,613671,st,0
posture,613672,617036,si,0
posture,617037,623898,st,0
posture,623899,625864,st,1
posture,625865,632945,st,0
posture,632946,635127,st,1
posture,635128,637526,st,0
posture,637527,639043,si,0
posture,639044,651150,st,0
posture,651151,673299,st,1
posture,673300,684111,st,2
posture,684112,688967,st,3
posture,688968,690981,st,1
posture,690982,694823,st,2
posture,694824,696964,l,2
posture,696965,712809,si,1
posture,712810,725807,NaN,NaN
posture,725808,729924,si,1
posture,729925,735045,st,3
posture,735046,744293,NaN,NaN
posture,744294,749135,st,2
posture,749136,759349,st,0
posture,759350,768003,si,0
posture,768004,780806,st,0
posture,780807,791053,st,2
posture,791054,803895,st,0
posture,803896,805668,si,0
posture,805669,806449,st,0
posture,806450,808417,si,0
posture,808418,813142,st,0
posture,813143,817106,st,2
posture,817107,826986,st,1
posture,826987,829015,st,2
posture,829016,847584,st,0
posture,847585,852715,st,2
posture,852716,857139,st,1
posture,857140,860029,st,2
posture,860030,866486,si,1
posture,866487,891328,si,2
