subid,frame_num,face_openpose,hand_openpose,nose_conf,wrist_conf
161432-Baby_Scene.json,0,False,False,,
161432-Baby_Scene.json,1,False,False,,
161432-Baby_Scene.json,10,False,False,,
161432-Baby_Scene.json,100,False,False,,
161432-Baby_Scene.json,1000,False,False,,
161432-Baby_Scene.json,10000,True,True,0.423868,0.735894
161432-Baby_Scene.json,10001,True,True,0.760448,0.7193595
161432-Baby_Scene.json,10002,True,True,0.849309,0.6733665
161432-Baby_Scene.json,10003,True,True,0.662667,0.678052
161432-Baby_Scene.json,10004,True,True,0.414103,0.6433695
161432-Baby_Scene.json,10005,True,True,0.210046,0.556785
161432-Baby_Scene.json,10006,True,True,0.0850812,0.33007925
161432-Baby_Scene.json,10007,True,True,0.0962181,0.384
161432-Baby_Scene.json,10008,True,True,0.100909,0.34565715
161432-Baby_Scene.json,10009,True,True,0.0591108,0.283927
161432-Baby_Scene.json,1001,False,False,,
161432-Baby_Scene.json,10010,False,True,0.0,0.402946
161432-Baby_Scene.json,10011,False,True,0.0,0.04906195
161432-Baby_Scene.json,10012,False,True,0.0,0.03246045
161432-Baby_Scene.json,10013,False,False,,
161432-Baby_Scene.json,10014,True,True,0.0919925,0.18704505
161432-Baby_Scene.json,10015,False,False,0.0,0.0
161432-Baby_Scene.json,10016,True,False,0.0455755,0.0
161432-Baby_Scene.json,10017,True,True,0.205841,0.13964
161432-Baby_Scene.json,10018,True,True,0.328546,0.231873
161432-Baby_Scene.json,10019,True,True,0.378038,0.2420955
161432-Baby_Scene.json,1002,False,False,,
161432-Baby_Scene.json,10020,True,True,0.452075,0.1613582
161432-Baby_Scene.json,10021,True,True,0.122912,0.143947
161432-Baby_Scene.json,10022,False,False,,
161432-Baby_Scene.json,10023,False,False,,
161432-Baby_Scene.json,10024,False,False,0.0,0.0
161432-Baby_Scene.json,10025,False,False,,
161432-Baby_Scene.json,10026,False,False,,
161432-Baby_Scene.json,10027,False,False,,
161432-Baby_Scene.json,10028,False,False,,
161432-Baby_Scene.json,10029,False,False,,
161432-Baby_Scene.json,1003,False,False,,
161432-Baby_Scene.json,10030,False,False,,
161432-Baby_Scene.json,10031,False,False,,
161432-Baby_Scene.json,10032,False,False,,
161432-Baby_Scene.json,10033,False,False,,
161432-Baby_Scene.json,10034,False,False,,
161432-Baby_Scene.json,10035,False,False,,
161432-Baby_Scene.json,10036,False,False,,
161432-Baby_Scene.json,10037,False,False,,
161432-Baby_Scene.json,10038,False,False,,
161432-Baby_Scene.json,10039,False,False,,
161432-Baby_Scene.json,1004,False,False,,
161432-Baby_Scene.json,10040,False,False,,
161432-Baby_Scene.json,10041,False,False,,
161432-Baby_Scene.json,10042,True,True,0.0743323,0.1636305
161432-Baby_Scene.json,10043,False,False,,
161432-Baby_Scene.json,10044,False,False,,
161432-Baby_Scene.json,10045,False,False,,
161432-Baby_Scene.json,10046,False,False,,
161432-Baby_Scene.json,10047,False,False,,
161432-Baby_Scene.json,10048,False,False,,
161432-Baby_Scene.json,10049,False,False,,
161432-Baby_Scene.json,1005,False,False,,
161432-Baby_Scene.json,10050,False,False,,
161432-Baby_Scene.json,10051,False,False,,
161432-Baby_Scene.json,10052,True,False,0.145677,0.0
161432-Baby_Scene.json,10053,True,False,0.201069,0.0
161432-Baby_Scene.json,10054,True,True,0.14742,0.0487702
161432-Baby_Scene.json,10055,True,False,0.40607,0.0
161432-Baby_Scene.json,10056,False,False,0.0,0.0
161432-Baby_Scene.json,10057,True,True,0.23459,0.03001445
161432-Baby_Scene.json,10058,False,False,,
161432-Baby_Scene.json,10059,False,False,,
161432-Baby_Scene.json,1006,False,False,,
161432-Baby_Scene.json,10060,False,False,,
161432-Baby_Scene.json,10061,False,False,,
161432-Baby_Scene.json,10062,False,False,,
161432-Baby_Scene.json,10063,False,False,,
161432-Baby_Scene.json,10064,False,False,,
161432-Baby_Scene.json,10065,False,False,,
161432-Baby_Scene.json,10066,False,False,,
161432-Baby_Scene.json,10067,False,False,,
161432-Baby_Scene.json,10068,False,False,,
161432-Baby_Scene.json,10069,False,False,,
161432-Baby_Scene.json,1007,False,False,,
161432-Baby_Scene.json,10070,False,False,,
161432-Baby_Scene.json,10071,False,False,,
161432-Baby_Scene.json,10072,False,False,,
161432-Baby_Scene.json,10073,False,True,0.0,0.03520175
161432-Baby_Scene.json,10074,False,False,,
161432-Baby_Scene.json,10075,True,True,0.150826,0.333105
161432-Baby_Scene.json,10076,True,True,0.0890039,0.215412
161432-Baby_Scene.json,10077,True,True,0.13738,0.177077
161432-Baby_Scene.json,10078,True,True,0.125302,0.279582
161432-Baby_Scene.json,10079,True,True,0.094536,0.2256895
161432-Baby_Scene.json,1008,False,False,,
161432-Baby_Scene.json,10080,True,True,0.069676,0.5442645
161432-Baby_Scene.json,10081,True,True,0.276363,0.3236175
161432-Baby_Scene.json,10082,True,True,0.143125,0.20899795
161432-Baby_Scene.json,10083,False,True,0.0,0.03733565
161432-Baby_Scene.json,10084,True,True,0.0502869,0.1804645
161432-Baby_Scene.json,10085,False,True,0.0,0.033407
161432-Baby_Scene.json,10086,True,True,0.376589,0.3056965
161432-Baby_Scene.json,10087,True,True,0.166549,0.237368
161432-Baby_Scene.json,10088,True,True,0.113514,0.187753
161432-Baby_Scene.json,10089,False,True,0.0,0.249372
161432-Baby_Scene.json,1009,True,True,0.223242,0.178133
161432-Baby_Scene.json,10090,True,True,0.0567158,0.2046855
161432-Baby_Scene.json,10091,False,True,0.0,0.188482
161432-Baby_Scene.json,10092,False,True,0.0,0.2416935
161432-Baby_Scene.json,10093,False,True,0.0,0.3675305
161432-Baby_Scene.json,10094,False,True,0.0,0.507787
161432-Baby_Scene.json,10095,False,True,0.0,0.0151232333
161432-Baby_Scene.json,10096,True,True,0.106855,0.1908105
161432-Baby_Scene.json,10097,True,True,0.141416,0.25380205
161432-Baby_Scene.json,10098,True,True,0.10257,0.349502
161432-Baby_Scene.json,10099,False,True,0.0,0.508793
161432-Baby_Scene.json,101,True,False,0.05397,0.0
161432-Baby_Scene.json,1010,False,False,,
161432-Baby_Scene.json,10100,True,True,0.0622263,0.346351
161432-Baby_Scene.json,10101,True,True,0.0685202,0.329734
161432-Baby_Scene.json,10102,False,True,0.0,0.16687975
161432-Baby_Scene.json,10103,True,True,0.0627295,0.532727
161432-Baby_Scene.json,10104,True,True,0.0629606,0.3632149
161432-Baby_Scene.json,10105,True,True,0.0509144,0.4347525
161432-Baby_Scene.json,10106,True,True,0.13027685,0.04234775
161432-Baby_Scene.json,10107,False,True,0.0,0.3219975
161432-Baby_Scene.json,10108,False,True,0.0,0.481776
161432-Baby_Scene.json,10109,False,True,0.0,0.585975
161432-Baby_Scene.json,1011,False,False,,
161432-Baby_Scene.json,10110,False,True,0.0,0.3582885
161432-Baby_Scene.json,10111,False,True,0.0,0.380033
161432-Baby_Scene.json,10112,False,True,0.0,0.4599845
161432-Baby_Scene.json,10113,False,True,0.0,0.3719835
161432-Baby_Scene.json,10114,False,True,0.0,0.4497285
161432-Baby_Scene.json,10115,False,True,0.0,0.454591
161432-Baby_Scene.json,10116,False,True,0.0,0.270038
161432-Baby_Scene.json,10117,False,True,0.0,0.0446216667
161432-Baby_Scene.json,10118,False,False,0.0,0.0
161432-Baby_Scene.json,10119,False,False,0.0,0.0
161432-Baby_Scene.json,1012,False,False,,
161432-Baby_Scene.json,10120,False,False,0.0,0.0
161432-Baby_Scene.json,10121,False,False,0.0,0.0
161432-Baby_Scene.json,10122,False,False,,
161432-Baby_Scene.json,10123,False,False,,
161432-Baby_Scene.json,10124,False,False,,
161432-Baby_Scene.json,10125,False,False,,
161432-Baby_Scene.json,10126,False,False,,
161432-Baby_Scene.json,10127,False,False,,
161432-Baby_Scene.json,10128,False,False,,
161432-Baby_Scene.json,10129,False,False,,
161432-Baby_Scene.json,1013,False,False,,
161432-Baby_Scene.json,10130,False,False,,
161432-Baby_Scene.json,10131,True,False,0.538491,0.0
161432-Baby_Scene.json,10132,True,False,0.444032,0.0
161432-Baby_Scene.json,10133,False,False,,
161432-Baby_Scene.json,10134,False,False,,
161432-Baby_Scene.json,10135,False,False,,
161432-Baby_Scene.json,10136,False,False,,
161432-Baby_Scene.json,10137,False,False,,
161432-Baby_Scene.json,10138,False,False,,
161432-Baby_Scene.json,10139,False,False,,
161432-Baby_Scene.json,1014,False,True,0.0,0.019219125
161432-Baby_Scene.json,10140,False,False,,
161432-Baby_Scene.json,10141,False,False,,
161432-Baby_Scene.json,10142,False,False,,
161432-Baby_Scene.json,10143,False,False,,
161432-Baby_Scene.json,10144,False,False,,
161432-Baby_Scene.json,10145,False,False,,
161432-Baby_Scene.json,10146,False,False,,
161432-Baby_Scene.json,10147,False,False,,
161432-Baby_Scene.json,10148,False,False,,
161432-Baby_Scene.json,10149,False,False,,
161432-Baby_Scene.json,1015,False,False,0.0,0.0
161432-Baby_Scene.json,10150,False,False,,
161432-Baby_Scene.json,10151,False,False,,
161432-Baby_Scene.json,10152,False,False,,
161432-Baby_Scene.json,10153,False,False,,
161432-Baby_Scene.json,10154,False,False,,
161432-Baby_Scene.json,10155,False,False,,
161432-Baby_Scene.json,10156,False,False,,
161432-Baby_Scene.json,10157,False,False,,
161432-Baby_Scene.json,10158,False,False,,
161432-Baby_Scene.json,10159,False,False,,
161432-Baby_Scene.json,1016,False,False,,
161432-Baby_Scene.json,10160,False,False,,
161432-Baby_Scene.json,10161,False,False,,
161432-Baby_Scene.json,10162,False,False,,
161432-Baby_Scene.json,10163,False,False,,
161432-Baby_Scene.json,10164,False,False,,
161432-Baby_Scene.json,10165,False,False,,
161432-Baby_Scene.json,10166,False,False,,
161432-Baby_Scene.json,10167,False,False,,
161432-Baby_Scene.json,10168,False,False,,
161432-Baby_Scene.json,10169,False,False,,
161432-Baby_Scene.json,1017,False,False,,
161432-Baby_Scene.json,10170,False,False,,
161432-Baby_Scene.json,10171,False,False,,
161432-Baby_Scene.json,10172,False,False,,
161432-Baby_Scene.json,10173,False,False,,
161432-Baby_Scene.json,10174,False,False,,
161432-Baby_Scene.json,10175,False,False,,
161432-Baby_Scene.json,10176,False,False,,
161432-Baby_Scene.json,10177,False,False,,
161432-Baby_Scene.json,10178,False,False,,
161432-Baby_Scene.json,10179,False,False,,
161432-Baby_Scene.json,1018,False,False,,
161432-Baby_Scene.json,10180,False,False,,
161432-Baby_Scene.json,10181,False,False,,
161432-Baby_Scene.json,10182,False,False,,
161432-Baby_Scene.json,10183,False,False,,
161432-Baby_Scene.json,10184,False,False,,
161432-Baby_Scene.json,10185,False,False,,
161432-Baby_Scene.json,10186,False,False,,
161432-Baby_Scene.json,10187,False,False,,
161432-Baby_Scene.json,10188,False,False,,
161432-Baby_Scene.json,10189,True,True,0.16419,0.0606245
161432-Baby_Scene.json,1019,True,False,0.375271,0.0
161432-Baby_Scene.json,10190,True,True,0.125836,0.105354
161432-Baby_Scene.json,10191,False,False,,
161432-Baby_Scene.json,10192,False,False,,
161432-Baby_Scene.json,10193,False,False,,
161432-Baby_Scene.json,10194,False,False,,
161432-Baby_Scene.json,10195,False,False,,
161432-Baby_Scene.json,10196,False,False,,
161432-Baby_Scene.json,10197,False,False,,
161432-Baby_Scene.json,10198,False,False,,
161432-Baby_Scene.json,10199,False,False,,
161432-Baby_Scene.json,102,False,False,,
161432-Baby_Scene.json,1020,False,False,,
161432-Baby_Scene.json,10200,False,False,,
161432-Baby_Scene.json,10201,False,False,,
161432-Baby_Scene.json,10202,False,False,,
161432-Baby_Scene.json,10203,False,False,,
161432-Baby_Scene.json,10204,False,False,,
161432-Baby_Scene.json,10205,False,False,,
161432-Baby_Scene.json,10206,False,False,,
161432-Baby_Scene.json,10207,False,False,,
161432-Baby_Scene.json,10208,False,False,,
161432-Baby_Scene.json,10209,False,False,,
161432-Baby_Scene.json,1021,False,False,,
161432-Baby_Scene.json,10210,False,False,,
161432-Baby_Scene.json,10211,False,False,,
161432-Baby_Scene.json,10212,False,False,,
161432-Baby_Scene.json,10213,False,False,,
161432-Baby_Scene.json,10214,False,False,,
161432-Baby_Scene.json,10215,False,False,,
161432-Baby_Scene.json,10216,False,True,0.0,0.1190765
161432-Baby_Scene.json,10217,False,False,,
161432-Baby_Scene.json,10218,True,True,0.127215,0.0571725
161432-Baby_Scene.json,10219,True,False,0.161787,0.0
161432-Baby_Scene.json,1022,False,False,0.0,0.0
161432-Baby_Scene.json,10220,True,True,0.0880017,0.0274078
161432-Baby_Scene.json,10221,True,False,0.0813996,0.0
161432-Baby_Scene.json,10222,False,False,0.0,0.0
161432-Baby_Scene.json,10223,True,False,0.536473,0.0
161432-Baby_Scene.json,10224,True,True,0.279913,0.102842
161432-Baby_Scene.json,10225,False,False,,
161432-Baby_Scene.json,10226,False,False,,
161432-Baby_Scene.json,10227,False,False,,
161432-Baby_Scene.json,10228,False,False,,
161432-Baby_Scene.json,10229,False,False,,
161432-Baby_Scene.json,1023,True,False,0.390186,0.0
161432-Baby_Scene.json,10230,False,False,,
161432-Baby_Scene.json,10231,False,False,,
161432-Baby_Scene.json,10232,False,False,,
161432-Baby_Scene.json,10233,False,False,,
161432-Baby_Scene.json,10234,False,False,,
161432-Baby_Scene.json,10235,False,False,,
161432-Baby_Scene.json,10236,False,False,,
161432-Baby_Scene.json,10237,False,False,,
161432-Baby_Scene.json,10238,False,False,,
161432-Baby_Scene.json,10239,False,False,,
161432-Baby_Scene.json,1024,False,False,,
161432-Baby_Scene.json,10240,False,False,,
161432-Baby_Scene.json,10241,False,False,,
161432-Baby_Scene.json,10242,False,False,,
161432-Baby_Scene.json,10243,False,False,,
161432-Baby_Scene.json,10244,False,False,,
161432-Baby_Scene.json,10245,False,False,,
161432-Baby_Scene.json,10246,False,False,,
161432-Baby_Scene.json,10247,False,False,,
161432-Baby_Scene.json,10248,False,False,,
161432-Baby_Scene.json,10249,False,False,,
161432-Baby_Scene.json,1025,True,False,0.439469,0.0
161432-Baby_Scene.json,10250,False,False,,
161432-Baby_Scene.json,10251,False,False,,
161432-Baby_Scene.json,10252,False,False,,
161432-Baby_Scene.json,10253,False,False,,
161432-Baby_Scene.json,10254,False,False,,
161432-Baby_Scene.json,10255,False,False,,
161432-Baby_Scene.json,10256,False,False,,
161432-Baby_Scene.json,10257,False,False,,
161432-Baby_Scene.json,10258,False,False,,
161432-Baby_Scene.json,10259,False,False,,
161432-Baby_Scene.json,1026,True,False,0.446052,0.0
161432-Baby_Scene.json,10260,False,False,0.0,0.0
161432-Baby_Scene.json,10261,False,False,,
161432-Baby_Scene.json,10262,False,True,0.0,0.2466835
161432-Baby_Scene.json,10263,False,False,,
161432-Baby_Scene.json,10264,False,False,,
161432-Baby_Scene.json,10265,False,False,,
161432-Baby_Scene.json,10266,False,False,,
161432-Baby_Scene.json,10267,False,False,,
161432-Baby_Scene.json,10268,False,False,0.0,0.0
161432-Baby_Scene.json,10269,False,False,0.0,0.0
161432-Baby_Scene.json,1027,True,False,0.253485,0.0
161432-Baby_Scene.json,10270,False,False,0.0,0.0
161432-Baby_Scene.json,10271,False,False,0.0,0.0
161432-Baby_Scene.json,10272,False,False,0.0,0.0
161432-Baby_Scene.json,10273,False,False,0.0,0.0
161432-Baby_Scene.json,10274,False,False,0.0,0.0
161432-Baby_Scene.json,10275,False,False,0.0,0.0
161432-Baby_Scene.json,10276,False,False,0.0,0.0
161432-Baby_Scene.json,10277,False,False,,
161432-Baby_Scene.json,10278,False,False,,
161432-Baby_Scene.json,10279,False,False,,
161432-Baby_Scene.json,1028,False,False,,
161432-Baby_Scene.json,10280,False,False,,
161432-Baby_Scene.json,10281,False,False,,
161432-Baby_Scene.json,10282,False,False,0.0,0.0
161432-Baby_Scene.json,10283,False,False,0.0,0.0
161432-Baby_Scene.json,10284,False,False,0.0,0.0
161432-Baby_Scene.json,10285,False,False,0.0,0.0
161432-Baby_Scene.json,10286,False,False,0.0,0.0
161432-Baby_Scene.json,10287,False,False,0.0,0.0
161432-Baby_Scene.json,10288,False,False,0.0,0.0
161432-Baby_Scene.json,10289,False,False,0.0,0.0
161432-Baby_Scene.json,1029,False,False,,
161432-Baby_Scene.json,10290,False,False,0.0,0.0
161432-Baby_Scene.json,10291,False,False,0.0,0.0
161432-Baby_Scene.json,10292,False,True,0.0,0.1820605
161432-Baby_Scene.json,10293,False,False,0.0,0.0
161432-Baby_Scene.json,10294,False,False,,
161432-Baby_Scene.json,10295,False,True,0.0,0.0526515
161432-Baby_Scene.json,10296,False,True,0.0,0.170735
161432-Baby_Scene.json,10297,True,True,0.124356,0.264646
161432-Baby_Scene.json,10298,False,True,0.0,0.025748
161432-Baby_Scene.json,10299,False,True,0.0,0.1951195
161432-Baby_Scene.json,103,False,False,,
161432-Baby_Scene.json,1030,False,False,,
161432-Baby_Scene.json,10300,False,True,0.0,0.329885
161432-Baby_Scene.json,10301,True,True,0.145821,0.513525
161432-Baby_Scene.json,10302,False,True,0.0,0.430097
161432-Baby_Scene.json,10303,True,True,0.0924544,0.546956
161432-Baby_Scene.json,10304,True,True,0.0868601,0.561047
161432-Baby_Scene.json,10305,True,True,0.06177,0.3427355
161432-Baby_Scene.json,10306,True,True,0.112163,0.454628
161432-Baby_Scene.json,10307,False,True,0.0,0.162853
161432-Baby_Scene.json,10308,False,True,0.0,0.23355625
161432-Baby_Scene.json,10309,False,True,0.0,0.109457
161432-Baby_Scene.json,1031,False,False,,
161432-Baby_Scene.json,10310,False,True,0.0,0.14224475
161432-Baby_Scene.json,10311,False,False,0.0,0.0
161432-Baby_Scene.json,10312,False,False,0.0,0.0
161432-Baby_Scene.json,10313,False,False,0.0,0.0
161432-Baby_Scene.json,10314,False,False,0.0,0.0
161432-Baby_Scene.json,10315,False,False,0.0,0.0
161432-Baby_Scene.json,10316,False,False,0.0,0.0
