subid,frame_num,face_openpose,hand_openpose,nose_conf,wrist_conf
161422-Baby_Scene.json,0,False,False,,
161422-Baby_Scene.json,1,True,True,0.273521,0.0572485
161422-Baby_Scene.json,10,True,True,0.178155,0.0286695
161422-Baby_Scene.json,100,False,False,0.0,0.0
161422-Baby_Scene.json,1000,False,False,,
161422-Baby_Scene.json,10000,False,False,,
161422-Baby_Scene.json,10001,False,False,,
161422-Baby_Scene.json,10002,False,False,,
161422-Baby_Scene.json,10003,False,False,,
161422-Baby_Scene.json,10004,False,False,,
161422-Baby_Scene.json,10005,False,False,,
161422-Baby_Scene.json,10006,False,False,,
161422-Baby_Scene.json,10007,False,False,,
161422-Baby_Scene.json,10008,False,False,,
161422-Baby_Scene.json,10009,False,False,,
161422-Baby_Scene.json,1001,False,False,,
161422-Baby_Scene.json,10010,False,False,,
161422-Baby_Scene.json,10011,False,False,,
161422-Baby_Scene.json,10012,False,False,,
161422-Baby_Scene.json,10013,False,False,,
161422-Baby_Scene.json,10014,False,False,,
161422-Baby_Scene.json,10015,False,False,,
161422-Baby_Scene.json,10016,False,False,,
161422-Baby_Scene.json,10017,False,False,,
161422-Baby_Scene.json,10018,False,False,,
161422-Baby_Scene.json,10019,False,False,,
161422-Baby_Scene.json,1002,False,False,,
161422-Baby_Scene.json,10020,False,False,,
161422-Baby_Scene.json,10021,False,False,,
161422-Baby_Scene.json,10022,False,False,,
161422-Baby_Scene.json,10023,False,False,,
161422-Baby_Scene.json,10024,False,False,,
161422-Baby_Scene.json,10025,False,False,,
161422-Baby_Scene.json,10026,False,False,,
161422-Baby_Scene.json,10027,False,False,,
161422-Baby_Scene.json,10028,False,False,,
161422-Baby_Scene.json,10029,False,False,,
161422-Baby_Scene.json,1003,False,False,,
161422-Baby_Scene.json,10030,False,False,,
161422-Baby_Scene.json,10031,False,False,,
161422-Baby_Scene.json,10032,False,False,,
161422-Baby_Scene.json,10033,False,False,,
161422-Baby_Scene.json,10034,False,False,,
161422-Baby_Scene.json,10035,False,False,,
161422-Baby_Scene.json,10036,False,False,,
161422-Baby_Scene.json,10037,False,False,,
161422-Baby_Scene.json,10038,False,False,,
161422-Baby_Scene.json,10039,False,False,,
161422-Baby_Scene.json,1004,False,False,,
161422-Baby_Scene.json,10040,False,False,,
161422-Baby_Scene.json,10041,False,False,,
161422-Baby_Scene.json,10042,False,False,,
161422-Baby_Scene.json,10043,False,False,,
161422-Baby_Scene.json,10044,False,False,,
161422-Baby_Scene.json,10045,False,False,,
161422-Baby_Scene.json,10046,False,False,,
161422-Baby_Scene.json,10047,False,False,,
161422-Baby_Scene.json,10048,False,False,,
161422-Baby_Scene.json,10049,False,False,,
161422-Baby_Scene.json,1005,False,False,,
161422-Baby_Scene.json,10050,False,False,,
161422-Baby_Scene.json,10051,False,False,,
161422-Baby_Scene.json,10052,False,False,,
161422-Baby_Scene.json,10053,False,False,,
161422-Baby_Scene.json,10054,False,False,,
161422-Baby_Scene.json,10055,False,False,,
161422-Baby_Scene.json,10056,False,False,,
161422-Baby_Scene.json,10057,True,False,0.262132,0.0
161422-Baby_Scene.json,10058,False,False,,
161422-Baby_Scene.json,10059,False,False,,
161422-Baby_Scene.json,1006,False,False,,
161422-Baby_Scene.json,10060,False,False,,
161422-Baby_Scene.json,10061,False,False,,
161422-Baby_Scene.json,10062,False,False,,
161422-Baby_Scene.json,10063,False,False,0.0,0.0
161422-Baby_Scene.json,10064,False,False,,
161422-Baby_Scene.json,10065,False,False,,
161422-Baby_Scene.json,10066,False,False,,
161422-Baby_Scene.json,10067,False,False,,
161422-Baby_Scene.json,10068,False,False,,
161422-Baby_Scene.json,10069,False,False,,
161422-Baby_Scene.json,1007,False,False,,
161422-Baby_Scene.json,10070,False,False,0.0,0.0
161422-Baby_Scene.json,10071,False,False,,
161422-Baby_Scene.json,10072,False,False,,
161422-Baby_Scene.json,10073,False,False,0.0,0.0
161422-Baby_Scene.json,10074,False,False,,
161422-Baby_Scene.json,10075,False,False,,
161422-Baby_Scene.json,10076,False,False,,
161422-Baby_Scene.json,10077,False,False,,
161422-Baby_Scene.json,10078,False,False,,
161422-Baby_Scene.json,10079,True,False,0.207023,0.0
161422-Baby_Scene.json,1008,False,False,,
161422-Baby_Scene.json,10080,False,False,,
161422-Baby_Scene.json,10081,False,False,,
161422-Baby_Scene.json,10082,False,False,,
161422-Baby_Scene.json,10083,False,False,,
161422-Baby_Scene.json,10084,False,False,,
161422-Baby_Scene.json,10085,False,True,0.0,0.2362995
161422-Baby_Scene.json,10086,False,False,,
161422-Baby_Scene.json,10087,False,False,,
161422-Baby_Scene.json,10088,False,False,,
161422-Baby_Scene.json,10089,False,False,,
161422-Baby_Scene.json,1009,False,False,,
161422-Baby_Scene.json,10090,False,False,,
161422-Baby_Scene.json,10091,False,False,,
161422-Baby_Scene.json,10092,False,False,,
161422-Baby_Scene.json,10093,False,True,0.0,0.1112465
161422-Baby_Scene.json,10094,False,False,,
161422-Baby_Scene.json,10095,False,False,,
161422-Baby_Scene.json,10096,False,False,,
161422-Baby_Scene.json,10097,False,False,,
161422-Baby_Scene.json,10098,False,False,,
161422-Baby_Scene.json,10099,False,False,,
161422-Baby_Scene.json,101,True,False,0.1090623333,0.0
161422-Baby_Scene.json,1010,False,False,,
161422-Baby_Scene.json,10100,False,False,,
161422-Baby_Scene.json,10101,False,False,,
161422-Baby_Scene.json,10102,False,False,,
161422-Baby_Scene.json,10103,False,False,,
161422-Baby_Scene.json,10104,False,False,,
161422-Baby_Scene.json,10105,False,False,,
161422-Baby_Scene.json,10106,False,False,0.0,0.0
161422-Baby_Scene.json,10107,False,False,,
161422-Baby_Scene.json,10108,False,False,,
161422-Baby_Scene.json,10109,False,False,0.0,0.0
161422-Baby_Scene.json,1011,False,False,,
161422-Baby_Scene.json,10110,False,False,,
161422-Baby_Scene.json,10111,False,False,0.0,0.0
161422-Baby_Scene.json,10112,False,False,,
161422-Baby_Scene.json,10113,False,False,0.0,0.0
161422-Baby_Scene.json,10114,False,True,0.0,0.354336
161422-Baby_Scene.json,10115,False,False,,
161422-Baby_Scene.json,10116,False,False,,
161422-Baby_Scene.json,10117,False,False,0.0,0.0
161422-Baby_Scene.json,10118,False,False,,
161422-Baby_Scene.json,10119,False,False,,
161422-Baby_Scene.json,1012,False,False,,
161422-Baby_Scene.json,10120,False,False,,
161422-Baby_Scene.json,10121,False,False,,
161422-Baby_Scene.json,10122,False,False,,
161422-Baby_Scene.json,10123,True,True,0.205335,0.033918
161422-Baby_Scene.json,10124,False,False,,
161422-Baby_Scene.json,10125,False,False,,
161422-Baby_Scene.json,10126,False,False,0.0,0.0
161422-Baby_Scene.json,10127,False,False,0.0,0.0
161422-Baby_Scene.json,10128,False,False,,
161422-Baby_Scene.json,10129,False,False,,
161422-Baby_Scene.json,1013,False,False,,
161422-Baby_Scene.json,10130,False,False,,
161422-Baby_Scene.json,10131,False,False,,
161422-Baby_Scene.json,10132,False,False,,
161422-Baby_Scene.json,10133,False,False,,
