subid,frame_num,face_openpose,hand_openpose,nose_conf,wrist_conf
161536-Baby_Scene.json,0,False,False,,
161536-Baby_Scene.json,1,True,True,0.0619695,0.141485125
161536-Baby_Scene.json,10,True,True,0.25822475,0.202097625
161536-Baby_Scene.json,100,False,False,,
161536-Baby_Scene.json,1000,False,False,,
161536-Baby_Scene.json,10000,False,False,,
161536-Baby_Scene.json,10001,False,False,,
161536-Baby_Scene.json,10002,False,False,,
161536-Baby_Scene.json,10003,False,False,,
161536-Baby_Scene.json,10004,False,False,,
161536-Baby_Scene.json,10005,False,False,,
161536-Baby_Scene.json,10006,False,False,,
161536-Baby_Scene.json,10007,False,False,,
161536-Baby_Scene.json,10008,False,False,,
161536-Baby_Scene.json,10009,False,False,,
161536-Baby_Scene.json,1001,False,False,,
161536-Baby_Scene.json,10010,False,False,,
161536-Baby_Scene.json,10011,False,False,,
161536-Baby_Scene.json,10012,False,False,,
161536-Baby_Scene.json,10013,False,False,,
161536-Baby_Scene.json,10014,False,False,,
161536-Baby_Scene.json,10015,False,False,,
161536-Baby_Scene.json,10016,False,False,,
161536-Baby_Scene.json,10017,False,False,,
161536-Baby_Scene.json,10018,False,False,,
161536-Baby_Scene.json,10019,False,False,,
161536-Baby_Scene.json,1002,False,False,,
161536-Baby_Scene.json,10020,False,False,,
161536-Baby_Scene.json,10021,False,False,,
161536-Baby_Scene.json,10022,False,False,,
161536-Baby_Scene.json,10023,False,False,,
161536-Baby_Scene.json,10024,False,False,,
161536-Baby_Scene.json,10025,False,False,,
161536-Baby_Scene.json,10026,False,False,,
161536-Baby_Scene.json,10027,False,False,,
161536-Baby_Scene.json,10028,False,False,,
161536-Baby_Scene.json,10029,False,False,,
161536-Baby_Scene.json,1003,False,False,,
161536-Baby_Scene.json,10030,False,False,,
161536-Baby_Scene.json,10031,False,False,,
161536-Baby_Scene.json,10032,False,False,,
161536-Baby_Scene.json,10033,False,False,,
161536-Baby_Scene.json,10034,False,True,0.0,0.172579
161536-Baby_Scene.json,10035,False,False,,
161536-Baby_Scene.json,10036,False,False,,
161536-Baby_Scene.json,10037,False,False,,
161536-Baby_Scene.json,10038,False,False,,
161536-Baby_Scene.json,10039,False,False,,
161536-Baby_Scene.json,1004,False,False,,
161536-Baby_Scene.json,10040,False,False,,
161536-Baby_Scene.json,10041,False,False,,
161536-Baby_Scene.json,10042,False,False,,
161536-Baby_Scene.json,10043,False,False,,
161536-Baby_Scene.json,10044,False,False,,
