frame,time
1,0.000000
2,0.000000
3,0.033354
4,0.066708
5,0.100062
6,0.133416
7,0.166770
8,0.200124
9,0.233478
10,0.266832
11,0.300186
12,0.333540
13,0.366894
14,0.400248
15,0.433602
16,0.466956
17,0.500310
18,0.533664
19,0.567018
20,0.600372
21,0.633726
22,0.667080
23,0.700434
24,0.733788
25,0.767142
26,0.800496
27,0.833850
28,0.867204
29,0.900558
30,0.933912
31,0.967266
32,1.000620
33,1.033974
34,1.067328
35,1.100682
36,1.134036
37,1.167390
38,1.200744
39,1.234098
40,1.267452
41,1.300806
42,1.334160
43,1.367514
44,1.400868
45,1.434222
46,1.467576
47,1.500930
48,1.534284
49,1.567638
50,1.600992
51,1.634346
52,1.667700
53,1.701054
54,1.734408
55,1.767762
56,1.801116
57,1.834470
58,1.867824
59,1.901178
60,1.934532
61,1.967886
62,2.001240
63,2.034594
64,2.067948
65,2.101302
66,2.134656
67,2.168010
68,2.201364
69,2.234718
70,2.268072
71,2.301426
72,2.334780
73,2.368134
74,2.401488
75,2.434842
76,2.468196
77,2.501550
78,2.534904
79,2.568258
80,2.601612
81,2.634966
82,2.668320
83,2.701674
84,2.735028
85,2.768382
86,2.801736
87,2.835090
88,2.868444
89,2.901798
90,2.935152
91,2.968506
92,3.001860
93,3.035214
94,3.068568
95,3.101922
96,3.135276
97,3.168630
98,3.201984
99,3.235338
100,3.268692
101,3.302046
102,3.335400
103,3.368754
104,3.402108
105,3.435462
106,3.468816
107,3.502170
108,3.535524
109,3.568878
110,3.602232
111,3.635586
112,3.668940
113,3.702294
114,3.735648
115,3.769002
116,3.802356
117,3.835710
118,3.869064
119,3.902418
120,3.935772
121,3.969126
122,4.002480
123,4.035834
124,4.069188
125,4.102542
126,4.135896
127,4.169250
128,4.202604
129,4.235958
130,4.269312
131,4.302666
132,4.336020
133,4.369374
134,4.402728
135,4.436082
136,4.469436
137,4.502790
138,4.536144
139,4.569498
140,4.602852
141,4.636206
142,4.669560
143,4.702914
144,4.736268
145,4.769622
146,4.802976
147,4.836330
148,4.869684
149,4.903038
150,4.936392
151,4.969746
152,5.003100
153,5.036454
154,5.069808
155,5.103162
156,5.136516
157,5.169870
158,5.203224
159,5.236578
160,5.269932
161,5.303286
162,5.336640
163,5.369994
164,5.403348
165,5.436702
166,5.470056
167,5.503410
168,5.536764
169,5.570118
170,5.603472
171,5.636826
172,5.670180
173,5.703534
174,5.736888
175,5.770242
176,5.803596
177,5.836950
178,5.870304
179,5.903658
180,5.937012
181,5.970366
182,6.003720
183,6.037074
184,6.070428
185,6.103782
186,6.137136
187,6.170490
188,6.203844
189,6.237198
190,6.270552
191,6.303906
192,6.337260
193,6.370614
194,6.403968
195,6.437322
196,6.470676
197,6.504030
198,6.537384
199,6.570738
200,6.604092
201,6.637446
202,6.670800
203,6.704154
204,6.737508
205,6.770862
206,6.804216
207,6.837570
208,6.870924
209,6.904278
210,6.937632
211,6.970986
212,7.004340
213,7.037694
214,7.071048
215,7.104402
216,7.137756
217,7.171110
218,7.204464
219,7.237818
220,7.271172
221,7.304526
222,7.337880
223,7.371234
224,7.404588
225,7.437942
226,7.471296
227,7.504650
228,7.538004
229,7.571358
230,7.604712
231,7.638066
232,7.671420
233,7.704774
234,7.738128
235,7.771482
236,7.804836
237,7.838190
238,7.871544
239,7.904898
240,7.938252
241,7.971606
242,8.004960
243,8.038314
244,8.071668
245,8.105022
246,8.138376
247,8.171730
248,8.205084
249,8.238438
250,8.271792
251,8.305146
252,8.338500
253,8.371854
254,8.405208
255,8.438562
256,8.471916
257,8.505270
258,8.538624
259,8.571978
260,8.605332
261,8.638686
262,8.672040
263,8.705394
264,8.738748
265,8.772102
266,8.805456
267,8.838810
268,8.872164
269,8.905518
270,8.938872
271,8.972226
272,9.005580
273,9.038934
274,9.072288
275,9.105642
276,9.138996
277,9.172350
278,9.205704
279,9.239058
280,9.272412
281,9.305766
282,9.339120
283,9.372474
284,9.405828
285,9.439182
286,9.472536
287,9.505890
288,9.539244
289,9.572598
290,9.605952
291,9.639306
292,9.672660
293,9.706014
294,9.739368
295,9.772722
296,9.806076
297,9.839430
298,9.872784
299,9.906138
300,9.939492
301,9.972846
302,10.006200
303,10.039554
304,10.072908
305,10.106262
306,10.139616
307,10.172970
308,10.206324
309,10.239678
310,10.273032
311,10.306386
312,10.339740
313,10.373094
314,10.406448
315,10.439802
316,10.473156
317,10.506510
318,10.539864
319,10.573218
320,10.606572
321,10.639926
322,10.673280
323,10.706634
324,10.739988
325,10.773342
326,10.806696
327,10.840050
328,10.873404
329,10.906758
330,10.940112
331,10.973466
332,11.006820
333,11.040174
334,11.073528
335,11.106882
336,11.140236
337,11.173590
338,11.206944
339,11.240298
340,11.273652
341,11.307006
342,11.340360
343,11.373714
344,11.407068
345,11.440422
346,11.473776
347,11.507130
348,11.540484
349,11.573838
350,11.607192
351,11.640546
352,11.673900
353,11.707254
354,11.740608
355,11.773962
356,11.807316
357,11.840670
358,11.874024
359,11.907378
360,11.940732
361,11.974086
362,12.007440
363,12.040794
364,12.074148
365,12.107502
366,12.140856
367,12.174210
368,12.207564
369,12.240918
370,12.274272
371,12.307626
372,12.340980
373,12.374334
374,12.407688
375,12.441042
376,12.474396
377,12.507750
378,12.541104
379,12.574458
380,12.607812
381,12.641166
382,12.674520
383,12.707874
384,12.741228
385,12.774582
386,12.807936
387,12.841290
388,12.874644
389,12.907998
390,12.941352
391,12.974706
392,13.008060
393,13.041414
394,13.074768
395,13.108122
396,13.141476
397,13.174830
398,13.208184
399,13.241538
400,13.274892
401,13.308246
402,13.341600
403,13.374954
404,13.408308
405,13.441662
406,13.475016
407,13.508370
408,13.541724
409,13.575078
410,13.608432
411,13.641786
412,13.675140
413,13.708494
414,13.741848
415,13.775202
416,13.808556
417,13.841910
418,13.875264
419,13.908618
420,13.941972
421,13.975326
422,14.008680
423,14.042034
424,14.075388
425,14.108742
426,14.142096
427,14.175450
428,14.208804
429,14.242158
430,14.275512
431,14.308866
432,14.342220
433,14.375574
434,14.408928
435,14.442282
436,14.475636
437,14.508990
438,14.542344
439,14.575698
440,14.609052
441,14.642406
442,14.675760
443,14.709114
444,14.742468
445,14.775822
446,14.809176
447,14.842530
448,14.875884
449,14.909238
450,14.942592
451,14.975946
452,15.009300
453,15.042654
454,15.076008
455,15.109362
456,15.142716
457,15.176070
458,15.209424
459,15.242778
460,15.276132
461,15.309486
462,15.342840
463,15.376194
464,15.409548
465,15.442902
466,15.476256
467,15.509610
468,15.542964
469,15.576318
470,15.609672
471,15.643026
472,15.676380
473,15.709734
474,15.743088
475,15.776442
476,15.809796
477,15.843150
478,15.876504
479,15.909858
480,15.943212
481,15.976566
482,16.009920
483,16.043274
484,16.076628
485,16.109982
486,16.143336
487,16.176690
488,16.210044
489,16.243398
490,16.276752
491,16.310106
492,16.343460
493,16.376814
494,16.410168
495,16.443522
496,16.476876
497,16.510230
498,16.543584
499,16.576938
500,16.610292
501,16.643646
502,16.677000
503,16.710354
504,16.743708
505,16.777062
506,16.810416
507,16.843770
508,16.877124
509,16.910478
510,16.943832
511,16.977186
512,17.010540
513,17.043894
514,17.077248
515,17.110602
516,17.143956
517,17.177310
518,17.210664
519,17.244018
520,17.277372
521,17.310726
522,17.344080
523,17.377434
524,17.410788
525,17.444142
526,17.477496
527,17.510850
528,17.544204
529,17.577558
530,17.610912
531,17.644266
532,17.677620
533,17.710974
534,17.744328
535,17.777682
536,17.811036
537,17.844390
538,17.877744
539,17.911098
540,17.944452
541,17.977806
542,18.011160
543,18.044514
544,18.077868
545,18.111222
546,18.144576
547,18.177930
548,18.211284
549,18.244638
550,18.277992
551,18.311346
552,18.344700
553,18.378054
554,18.411408
555,18.444762
556,18.478116
557,18.511470
558,18.544824
559,18.578178
560,18.611532
561,18.644886
562,18.678240
563,18.711594
564,18.744948
565,18.778302
566,18.811656
567,18.845010
568,18.878364
569,18.911718
570,18.945072
571,18.978426
572,19.011780
573,19.045134
574,19.078488
575,19.111842
576,19.145196
577,19.178550
578,19.211904
579,19.245258
580,19.278612
581,19.311966
582,19.345320
583,19.378674
584,19.412028
585,19.445382
586,19.478736
587,19.512090
588,19.545444
589,19.578798
590,19.612152
591,19.645506
592,19.678860
593,19.712214
594,19.745568
595,19.778922
596,19.812276
597,19.845630
598,19.878984
599,19.912338
600,19.945692
601,19.979046
602,20.012400
603,20.045754
604,20.079108
605,20.112462
606,20.145816
607,20.179170
608,20.212524
609,20.245878
610,20.279232
611,20.312586
612,20.345940
613,20.379294
614,20.412648
615,20.446002
616,20.479356
617,20.512710
618,20.546064
619,20.579418
620,20.612772
621,20.646126
622,20.679480
623,20.712834
624,20.746188
625,20.779542
626,20.812896
627,20.846250
628,20.879604
629,20.912958
630,20.946312
631,20.979666
632,21.013020
633,21.046374
634,21.079728
635,21.113082
636,21.146436
637,21.179790
638,21.213144
639,21.246498
640,21.279852
641,21.313206
642,21.346560
643,21.379914
644,21.413268
645,21.446622
646,21.479976
647,21.513330
648,21.546684
649,21.580038
650,21.613392
651,21.646746
652,21.680100
653,21.713454
654,21.746808
655,21.780162
656,21.813516
657,21.846870
658,21.880224
659,21.913578
660,21.946932
661,21.980286
662,22.013640
663,22.046994
664,22.080348
665,22.113702
666,22.147056
667,22.180410
668,22.213764
669,22.247118
670,22.280472
671,22.313826
672,22.347180
673,22.380534
674,22.413888
675,22.447242
676,22.480596
677,22.513950
678,22.547304
679,22.580658
680,22.614012
681,22.647366
682,22.680720
683,22.714074
684,22.747428
685,22.780782
686,22.814136
687,22.847490
688,22.880844
689,22.914198
690,22.947552
691,22.980906
692,23.014260
693,23.047614
694,23.080968
695,23.114322
696,23.147676
697,23.181030
698,23.214384
699,23.247738
700,23.281092
701,23.314446
702,23.347800
703,23.381154
704,23.414508
705,23.447862
706,23.481216
707,23.514570
708,23.547924
709,23.581278
710,23.614632
711,23.647986
712,23.681340
713,23.714694
714,23.748048
715,23.781402
716,23.814756
717,23.848110
718,23.881464
719,23.914818
720,23.948172
721,23.981526
722,24.014880
723,24.048234
724,24.081588
725,24.114942
726,24.148296
727,24.181650
728,24.215004
729,24.248358
730,24.281712
731,24.315066
732,24.348420
733,24.381774
734,24.415128
735,24.448482
736,24.481836
737,24.515190
738,24.548544
739,24.581898
740,24.615252
741,24.648606
742,24.681960
743,24.715314
744,24.748668
745,24.782022
746,24.815376
747,24.848730
748,24.882084
749,24.915438
750,24.948792
751,24.982146
752,25.015500
753,25.048854
754,25.082208
755,25.115562
756,25.148916
757,25.182270
758,25.215624
759,25.248978
760,25.282332
761,25.315686
762,25.349040
763,25.382394
764,25.415748
765,25.449102
766,25.482456
767,25.515810
768,25.549164
769,25.582518
770,25.615872
771,25.649226
772,25.682580
773,25.715934
774,25.749288
775,25.782642
776,25.815996
777,25.849350
778,25.882704
779,25.916058
780,25.949412
781,25.982766
782,26.016120
783,26.049474
784,26.082828
785,26.116182
786,26.149536
787,26.182890
788,26.216244
789,26.249598
790,26.282952
791,26.316306
792,26.349660
793,26.383014
794,26.416368
795,26.449722
796,26.483076
797,26.516430
798,26.549784
799,26.583138
800,26.616492
801,26.649846
802,26.683200
803,26.716554
804,26.749908
805,26.783262
806,26.816616
807,26.849970
808,26.883324
809,26.916678
810,26.950032
811,26.983386
812,27.016740
813,27.050094
814,27.083448
815,27.116802
816,27.150156
817,27.183510
818,27.216864
819,27.250218
820,27.283572
821,27.316926
822,27.350280
823,27.383634
824,27.416988
825,27.450342
826,27.483696
827,27.517050
828,27.550404
829,27.583758
830,27.617112
831,27.650466
832,27.683820
833,27.717174
834,27.750528
835,27.783882
836,27.817236
837,27.850590
838,27.883944
839,27.917298
840,27.950652
841,27.984006
842,28.017360
843,28.050714
844,28.084068
845,28.117422
846,28.150776
847,28.184130
848,28.217484
849,28.250838
850,28.284192
851,28.317546
852,28.350900
853,28.384254
854,28.417608
855,28.450962
856,28.484316
857,28.517670
858,28.551024
859,28.584378
860,28.617732
861,28.651086
862,28.684440
863,28.717794
864,28.751148
865,28.784502
866,28.817856
867,28.851210
868,28.884564
869,28.917918
870,28.951272
871,28.984626
872,29.017980
873,29.051334
874,29.084688
875,29.118042
876,29.151396
877,29.184750
878,29.218104
879,29.251458
880,29.284812
881,29.318166
882,29.351520
883,29.384874
884,29.418228
885,29.451582
886,29.484936
887,29.518290
888,29.551644
889,29.584998
890,29.618352
891,29.651706
892,29.685060
893,29.718414
894,29.751768
895,29.785122
896,29.818476
897,29.851830
898,29.885184
899,29.918538
900,29.951892
901,29.985246
902,30.018600
903,30.051954
904,30.085308
905,30.118662
906,30.152016
907,30.185370
908,30.218724
909,30.252078
910,30.285432
911,30.318786
912,30.352140
913,30.385494
914,30.418848
915,30.452202
916,30.485556
917,30.518910
918,30.552264
919,30.585618
920,30.618972
921,30.652326
922,30.685680
923,30.719034
924,30.752388
925,30.785742
926,30.819096
927,30.852450
928,30.885804
929,30.919158
930,30.952512
931,30.985866
932,31.019220
933,31.052574
934,31.085928
935,31.119282
936,31.152636
937,31.185990
938,31.219344
939,31.252698
940,31.286052
941,31.319406
942,31.352760
943,31.386114
944,31.419468
945,31.452822
946,31.486176
947,31.519530
948,31.552884
949,31.586238
950,31.619592
951,31.652946
952,31.686300
953,31.719654
954,31.753008
955,31.786362
956,31.819716
957,31.853070
958,31.886424
959,31.919778
960,31.953132
961,31.986486
962,32.019840
963,32.053194
964,32.086548
965,32.119902
966,32.153256
967,32.186610
968,32.219964
969,32.253318
970,32.286672
971,32.320026
972,32.353380
973,32.386734
974,32.420088
975,32.453442
976,32.486796
977,32.520150
978,32.553504
979,32.586858
980,32.620212
981,32.653566
982,32.686920
983,32.720274
984,32.753628
985,32.786982
986,32.820336
987,32.853690
988,32.887044
989,32.920398
990,32.953752
991,32.987106
992,33.020460
993,33.053814
994,33.087168
995,33.120522
996,33.153876
997,33.187230
998,33.220584
999,33.253938
1000,33.287292
1001,33.320646
1002,33.354000
1003,33.387354
1004,33.420708
1005,33.454062
1006,33.487416
1007,33.520770
1008,33.554124
1009,33.587478
1010,33.620832
1011,33.654186
1012,33.687540
1013,33.720894
1014,33.754248
1015,33.787602
1016,33.820956
1017,33.854310
1018,33.887664
1019,33.921018
1020,33.954372
1021,33.987726
1022,34.021080
1023,34.054434
1024,34.087788
1025,34.121142
1026,34.154496
1027,34.187850
1028,34.221204
1029,34.254558
1030,34.287912
1031,34.321266
1032,34.354620
1033,34.387974
1034,34.421328
1035,34.454682
1036,34.488036
1037,34.521390
1038,34.554744
1039,34.588098
1040,34.621452
1041,34.654806
1042,34.688160
1043,34.721514
1044,34.754868
1045,34.788222
1046,34.821576
1047,34.854930
1048,34.888284
1049,34.921638
1050,34.954992
1051,34.988346
1052,35.021700
1053,35.055054
1054,35.088408
1055,35.121762
1056,35.155116
1057,35.188470
1058,35.221824
1059,35.255178
1060,35.288532
1061,35.321886
1062,35.355240
1063,35.388594
1064,35.421948
1065,35.455302
1066,35.488656
1067,35.522010
1068,35.555364
1069,35.588718
1070,35.622072
1071,35.655426
1072,35.688780
