code,start,stop,type,orient
posture,10432,448363,si ,1
posture,448364,491606,si,2
posture,491607,517474,si,1
posture,517475,729606,si,2
posture,729607,749787,si ,3
posture,749788,757258,p,
posture,757259,768853,si,3
posture,768854,786213,p,
posture,786214,802116,si,3
posture,802117,886715,p,
posture,886716,991464,si ,3
posture,991465,1174178,si,2
not-in-frame,NaN,NaN,NIF,NIF
