frame,pkt_time,best_time
1,0.000000,0.000000
2,0.033387,0.033387
3,0.066774,0.066774
4,0.100161,0.100161
5,0.133548,0.133548
6,0.166935,0.166935
7,0.200322,0.200322
8,0.233709,0.233709
9,0.267096,0.267096
10,0.300483,0.300483
11,0.333870,0.333870
12,0.367257,0.367257
13,0.400644,0.400644
14,0.434031,0.434031
15,0.467418,0.467418
16,0.500805,0.500805
17,0.534192,0.534192
18,0.567579,0.567579
19,0.600966,0.600966
20,0.634353,0.634353
21,0.667740,0.667740
22,0.701127,0.701127
23,0.734514,0.734514
24,0.767901,0.767901
25,0.801288,0.801288
26,0.834675,0.834675
27,0.868062,0.868062
28,0.901449,0.901449
29,0.934836,0.934836
30,0.968223,0.968223
31,1.001610,1.001610
32,1.034997,1.034997
33,1.068384,1.068384
34,1.101771,1.101771
35,1.135158,1.135158
36,1.168545,1.168545
37,1.201932,1.201932
38,1.235319,1.235319
39,1.268706,1.268706
40,1.302093,1.302093
41,1.335480,1.335480
42,1.368867,1.368867
43,1.402254,1.402254
44,1.435641,1.435641
45,1.469028,1.469028
46,1.502415,1.502415
47,1.535802,1.535802
48,1.569189,1.569189
49,1.602576,1.602576
50,1.635963,1.635963
51,1.669350,1.669350
52,1.702737,1.702737
53,1.736124,1.736124
54,1.769511,1.769511
55,1.802898,1.802898
56,1.836285,1.836285
57,1.869672,1.869672
58,1.903059,1.903059
59,1.936446,1.936446
60,1.969833,1.969833
61,2.003220,2.003220
62,2.036607,2.036607
63,2.069994,2.069994
64,2.103381,2.103381
65,2.136768,2.136768
66,2.170155,2.170155
67,2.203542,2.203542
68,2.236929,2.236929
69,2.270316,2.270316
70,2.303703,2.303703
71,2.337090,2.337090
72,2.370477,2.370477
73,2.403864,2.403864
74,2.437251,2.437251
75,2.470638,2.470638
76,2.504025,2.504025
77,2.537412,2.537412
78,2.570799,2.570799
79,2.604186,2.604186
80,2.637573,2.637573
81,2.670960,2.670960
82,2.704347,2.704347
83,2.737734,2.737734
84,2.771121,2.771121
85,2.804508,2.804508
86,2.837895,2.837895
87,2.871282,2.871282
88,2.904669,2.904669
89,2.938056,2.938056
90,2.971443,2.971443
91,3.004830,3.004830
92,3.038217,3.038217
93,3.071604,3.071604
94,3.104991,3.104991
95,3.138378,3.138378
96,3.171765,3.171765
97,3.205152,3.205152
98,3.238539,3.238539
99,3.271926,3.271926
100,3.305313,3.305313
101,3.338700,3.338700
102,3.372087,3.372087
103,3.405474,3.405474
104,3.438861,3.438861
105,3.472248,3.472248
106,3.505635,3.505635
107,3.539022,3.539022
108,3.572409,3.572409
109,3.605796,3.605796
110,3.639183,3.639183
111,3.672570,3.672570
112,3.705957,3.705957
113,3.739344,3.739344
114,3.772731,3.772731
115,3.806118,3.806118
116,3.839505,3.839505
117,3.872892,3.872892
118,3.906279,3.906279
119,3.939666,3.939666
120,3.973053,3.973053
121,4.006440,4.006440
122,4.039827,4.039827
123,4.073214,4.073214
124,4.106601,4.106601
125,4.139988,4.139988
126,4.173375,4.173375
127,4.206762,4.206762
128,4.240149,4.240149
129,4.273536,4.273536
130,4.306923,4.306923
131,4.340310,4.340310
132,4.373697,4.373697
133,4.407084,4.407084
134,4.440471,4.440471
135,4.473858,4.473858
136,4.507245,4.507245
137,4.540632,4.540632
138,4.574019,4.574019
139,4.607406,4.607406
140,4.640793,4.640793
