frame,pkt_time,best_time
1,0.000000,0.000000
2,0.033327,0.033327
3,0.066654,0.066654
4,0.099981,0.099981
5,0.133308,0.133308
6,0.166635,0.166635
7,0.199962,0.199962
8,0.233289,0.233289
9,0.266616,0.266616
10,0.299943,0.299943
11,0.333270,0.333270
12,0.366597,0.366597
13,0.399924,0.399924
14,0.433251,0.433251
15,0.466578,0.466578
16,0.499905,0.499905
17,0.533232,0.533232
18,0.566559,0.566559
19,0.599886,0.599886
20,0.633213,0.633213
21,0.666540,0.666540
22,0.699867,0.699867
23,0.733194,0.733194
24,0.766521,0.766521
25,0.799848,0.799848
26,0.833175,0.833175
27,0.866502,0.866502
28,0.899829,0.899829
29,0.933156,0.933156
30,0.966483,0.966483
31,0.999810,0.999810
32,1.033137,1.033137
33,1.066464,1.066464
34,1.099791,1.099791
35,1.133118,1.133118
36,1.166445,1.166445
37,1.199772,1.199772
38,1.233099,1.233099
39,1.266426,1.266426
40,1.299753,1.299753
41,1.333080,1.333080
42,1.366407,1.366407
43,1.399734,1.399734
44,1.433061,1.433061
45,1.466388,1.466388
46,1.499715,1.499715
47,1.533042,1.533042
48,1.566369,1.566369
49,1.599696,1.599696
50,1.633023,1.633023
51,1.666350,1.666350
52,1.699677,1.699677
53,1.733004,1.733004
54,1.766331,1.766331
55,1.799658,1.799658
56,1.832985,1.832985
57,1.866312,1.866312
58,1.899639,1.899639
59,1.932966,1.932966
60,1.966293,1.966293
61,1.999620,1.999620
62,2.032947,2.032947
63,2.066274,2.066274
64,2.099601,2.099601
65,2.132928,2.132928
66,2.166255,2.166255
67,2.199582,2.199582
68,2.232909,2.232909
69,2.266236,2.266236
70,2.299563,2.299563
71,2.332890,2.332890
72,2.366217,2.366217
73,2.399544,2.399544
74,2.432871,2.432871
75,2.466198,2.466198
76,2.499525,2.499525
77,2.532852,2.532852
78,2.566179,2.566179
79,2.599506,2.599506
80,2.632833,2.632833
81,2.666160,2.666160
82,2.699487,2.699487
83,2.732814,2.732814
84,2.766141,2.766141
85,2.799468,2.799468
86,2.832795,2.832795
87,2.866122,2.866122
88,2.899449,2.899449
89,2.932776,2.932776
90,2.966103,2.966103
91,2.999430,2.999430
92,3.032757,3.032757
93,3.066084,3.066084
94,3.099411,3.099411
95,3.132738,3.132738
96,3.166065,3.166065
97,3.199392,3.199392
98,3.232719,3.232719
99,3.266046,3.266046
100,3.299373,3.299373
101,3.332700,3.332700
102,3.366027,3.366027
103,3.399354,3.399354
104,3.432681,3.432681
105,3.466008,3.466008
106,3.499335,3.499335
107,3.532662,3.532662
108,3.565989,3.565989
109,3.599316,3.599316
110,3.632643,3.632643
111,3.665970,3.665970
112,3.699297,3.699297
113,3.732624,3.732624
114,3.765951,3.765951
115,3.799278,3.799278
116,3.832605,3.832605
117,3.865932,3.865932
118,3.899259,3.899259
119,3.932586,3.932586
120,3.965913,3.965913
121,3.999240,3.999240
122,4.032567,4.032567
123,4.065894,4.065894
124,4.099221,4.099221
125,4.132548,4.132548
126,4.165875,4.165875
127,4.199202,4.199202
128,4.232529,4.232529
129,4.265856,4.265856
130,4.299183,4.299183
131,4.332510,4.332510
132,4.365837,4.365837
133,4.399164,4.399164
134,4.432491,4.432491
135,4.465818,4.465818
136,4.499145,4.499145
137,4.532472,4.532472
138,4.565799,4.565799
139,4.599126,4.599126
140,4.632453,4.632453
141,4.665780,4.665780
142,4.699107,4.699107
143,4.732434,4.732434
144,4.765761,4.765761
145,4.799088,4.799088
146,4.832415,4.832415
147,4.865742,4.865742
148,4.899069,4.899069
149,4.932396,4.932396
150,4.965723,4.965723
151,4.999050,4.999050
152,5.032377,5.032377
153,5.065704,5.065704
154,5.099031,5.099031
155,5.132358,5.132358
156,5.165685,5.165685
157,5.199012,5.199012
158,5.232339,5.232339
159,5.265666,5.265666
160,5.298993,5.298993
161,5.332320,5.332320
162,5.365647,5.365647
163,5.398974,5.398974
164,5.432301,5.432301
165,5.465628,5.465628
166,5.498955,5.498955
167,5.532282,5.532282
168,5.565609,5.565609
169,5.598936,5.598936
170,5.632263,5.632263
171,5.665590,5.665590
172,5.698917,5.698917
173,5.732244,5.732244
174,5.765571,5.765571
175,5.798898,5.798898
176,5.832225,5.832225
177,5.865552,5.865552
178,5.898879,5.898879
179,5.932206,5.932206
180,5.965533,5.965533
181,5.998860,5.998860
182,6.032187,6.032187
183,6.065514,6.065514
184,6.098841,6.098841
185,6.132168,6.132168
186,6.165495,6.165495
187,6.198822,6.198822
188,6.232149,6.232149
189,6.265476,6.265476
190,6.298803,6.298803
191,6.332130,6.332130
192,6.365457,6.365457
193,6.398784,6.398784
194,6.432111,6.432111
195,6.465438,6.465438
196,6.498765,6.498765
197,6.532092,6.532092
198,6.565419,6.565419
199,6.598746,6.598746
200,6.632073,6.632073
201,6.665400,6.665400
202,6.698727,6.698727
203,6.732054,6.732054
204,6.765381,6.765381
205,6.798708,6.798708
206,6.832035,6.832035
207,6.865362,6.865362
208,6.898689,6.898689
209,6.932016,6.932016
210,6.965343,6.965343
211,6.998670,6.998670
212,7.031997,7.031997
213,7.065324,7.065324
214,7.098651,7.098651
215,7.131978,7.131978
216,7.165305,7.165305
217,7.198632,7.198632
218,7.231959,7.231959
219,7.265286,7.265286
220,7.298613,7.298613
221,7.331940,7.331940
222,7.365267,7.365267
223,7.398594,7.398594
224,7.431921,7.431921
225,7.465248,7.465248
